		1	2	3	4	5	6	7	8	9	10	11	12
A	Content	Std	Std	Std	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn
A	Sample	salalp_std0	salalp_std0	salalp_std0	569	569	569	569	569	569	594	594	594
A	Cq	23.3132998224078	23.1573042464885	23.2660858281903	37.4868933604658	NaN	NaN	NaN	38.9055468173668	NaN	37.4431339002066	37.3212559512148	37.731185301076
A	copy number	1.6	1.6	1.6	0.000109617157150665	NaN	NaN	NaN	4.10147993149451E-05	NaN	0.000112992017973599	0.000122949405811909	9.25464738939303E-05
B	Content	Std	Std	Std	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn
B	Sample	salalp_std1	salalp_std1	salalp_std1	572	572	572	572	572	572	594	594	594
B	Cq	27.2762253181442	27.1329820699964	27.2155385041687	37.0043335354416	37.0428053420738	36.4949838728786	36.638843543016	NaN	37.1386204408776	38.0089918509047	37.2236529690014	38.3501056877831
B	copy number	0.16	0.16	0.16	0.000153145040285435	0.000149116260454418	0.000217966439454239	0.000197285720285805	NaN	0.000139537148124667	7.63405234942451E-05	0.000131552665379854	6.02696018551015E-05
C	Content	Std	Std	Std	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn
C	Sample	salalp_std2	salalp_std2	salalp_std2	575	575	575	575	575	575	591	591	591
C	Cq	30.9235437880732	30.4993955395493	30.7637269869511	NaN	38.6474173788227	37.8127659870819	36.4005140359396	37.4334284877768	37.1907381492427	34.7375150216749	34.5764285944907	34.4570979205212
C	copy number	0.016	0.016	0.016	NaN	4.90482579969496E-05	8.74598047100086E-05	0.000232712622403937	0.000113754495597384	0.000134587656739231	0.000736703406681125	0.000823703626833404	0.00089471157417759
D	Content	Std	Std	Std	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn
D	Sample	salalp_std3	salalp_std3	salalp_std3	578	578	578	578	578	578	591	591	591
D	Cq	34.0009799268408	33.3771389182119	33.6047586218492	NaN	NaN	NaN	NaN	40.1372250040003	NaN	34.1786981018587	34.7715237295204	34.3646163646906
D	copy number	0.0016	0.0016	0.0016	NaN	NaN	NaN	NaN	1.74691626472912E-05	NaN	0.00108509144628726	0.000719544895941436	0.000953926691311394
E	Content	Std	Std	Std	Neg Ctrl	Neg Ctrl	Neg Ctrl	Neg Ctrl	Neg Ctrl	Neg Ctrl	Neg Ctrl	Neg Ctrl	Neg Ctrl
E	Sample	salalp_std4	salalp_std4	salalp_std4	585	585	585	nc_plt	nc_plt	nc_plt	595	595	595
E	Cq	36.3275978456811	36.5287154529926	37.0441560308245	NaN	NaN	NaN	NaN	NaN	NaN	39.1057003333487	38.1136713590087	39.0885760055017
E	copy number	0.00016	0.00016	0.00016	NaN	NaN	NaN	NaN	NaN	NaN	3.5703041156062E-05	7.0999005382326E-05	3.61292300839119E-05
F	Content		Std	Std	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn			
F	Sample		salalp_std5	salalp_std5	581	581	581	581	581	581			
F	Cq		NaN	NaN	36.038806599427	36.708284010007	35.5179463929084	37.0745815902847	36.9996717920537	35.6199485945102			
F	copy number		1.6E-05	1.6E-05	0.000299002149774658	0.000188017306952384	0.000428968157367056	0.000145868686473873	0.000153640555595178	0.000399694259464887			
G	Content	Neg Ctrl	Neg Ctrl	Neg Ctrl	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn			
G	Sample	nc_ext	nc_ext	nc_ext	584	584	584	584	584	584			
G	Cq	NaN	NaN	NaN	36.5986555963578	38.608776153522	38.928613236401	40.4646769977251	37.6573401852932	37.7529502145578			
G	copy number	NaN	NaN	NaN	0.000202857023864548	5.03793437418745E-05	4.03644320982617E-05	1.39228053940832E-05	9.7405450957991E-05	9.1161154133412E-05			
H	Content	Neg Ctrl	Neg Ctrl	Neg Ctrl	Unkn	Unkn	Unkn	Unkn	Unkn	Unkn			
H	Sample	nc_mm	nc_mm	nc_mm	588	588	588	588	588	588			
H	Cq	NaN	NaN	NaN	24.0865977323353	24.0262645290729	24.1214674044624	24.0284077084997	24.1374674714213	24.1394478408621			
H	copy number	NaN	NaN	NaN	1.18206834166386	1.23253600956123	1.15384826463657	1.23070689957989	1.14112585805081	1.13956096044178			
