oncgor_min,oncgor_max,salalp_min,salalp_max,salsal_min,salsal_max,saltru_min,saltru_max,oncgor_mean,salalp_mean,salsal_mean,saltru_mean
4.30571051427961e-06,0.00208007549604832,2.85963140013162e-06,3.90318803049909e-05,4.58570125675663e-06,0.000105468995515372,8.89614577211426e-06,0.000159431480209517,0.0010915828922652,2.23339481582549e-05,3.44333168349781e-05,2.62275855510065e-05
8.60763691159461e-06,0.00415404397801219,5.72611871329454e-06,7.81047172011111e-05,9.16821707938382e-06,0.000210699534716116,1.79021242495671e-05,0.000318703076636723,0.00218206623839831,4.4769964435164e-05,6.88432456027906e-05,5.25351989324839e-05
1.29057758731021e-05,0.00622188893417334,8.599361681706e-06,0.0001172168178499,1.37475488379703e-05,0.000315690930870968,2.70207825313342e-05,0.000477814898779423,0.00327144843624175,6.730602775061e-05,0.000103229799354088,7.89236194191876e-05
1.72001240950956e-05,0.00828359407301633,1.14792590469153e-05,0.000156366447464247,1.83236979056413e-05,0.000420442503750312,3.62550110368265e-05,0.000636767051861029,0.00435972789084679,8.99400642649143e-05,0.000137592991131677,0.00010539362025763
2.14906782889779e-05,0.0103391433229339,1.43657085609347e-05,0.000195551829475941,2.28966656586933e-05,0.000524953579624182,4.56077431537194e-05,0.000795559636332797,0.00544690301446559,0.000112669947740094,0.000171932833970494,0.000131945968366243
2.57774351812361e-05,0.0123885208319241,1.72586069975904e-05,0.000234771145727773,2.74664534767356e-05,0.000629223491260159,5.50819548409681e-05,0.000954192747373816,0.00653297222654331,0.000135493499934503,0.000206249340897599,0.000158581424033444
3.00603915134146e-05,0.0144317109672793,2.0157850164094e-05,0.000274022536690269,3.20330627428392e-05,0.000733251577921178,6.46806641859983e-05,0.0011126664743889,0.00761793395371021,0.000158408491030877,0.000240542524932159,0.000185300740613727
3.43395440420905e-05,0.0164686983152675,2.30633329128297e-05,0.000313304101703161,3.65964948436936e-05,0.000837037185363224,7.44069309150828e-05,0.00127098090050452,0.00870178662977389,0.000181412640097766,0.00027481239908545,0.000212104664221865
3.86148895388478e-05,0.0184994676808043,2.59749491533562e-05,0.000352613899241639,4.11567511697708e-05,0.000940579665832938,8.42638558559397e-05,0.00142913610206289,0.00978452869571144,0.000204503615584321,0.000309058976360852,0.000238993933425355
4.28864247902524e-05,0.0205240040871185,2.88925918646223e-05,0.000391949947207443,4.57138331154979e-05,0.00104387837806513,9.42545803516156e-05,0.00158713214811447,0.0108661585996617,0.000227679035848364,0.000343282269753865,0.000265969278935213
4.71541465978277e-05,0.0225422927754086,3.18161531073918e-05,0.000431310223244805,5.02677420794381e-05,0.0011469326872802,0.000104382285624743,0.00174496909990884,0.0119466747969177,0.000250936469717647,0.000377482292252112,0.000293031423295232
5.14180517780297e-05,0.0245543192044919,3.4745524036877e-05,0.000470692665081271,5.48184794644804e-05,0.00124974196518147,0.000114650192091294,0.00190264701038436,0.0130260757499187,0.00027427343708417,0.000411659056835367,0.000320181080569827
5.56781371622231e-05,0.0265600690504454,3.76805949155772e-05,0.000510095170893365,5.93660466780389e-05,0.00135230558995244,0.000125061558622984,0.00206016592365648,0.0141043599282427,0.000297687409531413,0.000445812576475572,0.00034741895603059
5.99343995966566e-05,0.0285595282062392,4.06212551263211e-05,0.000549515599697089,6.39104451322605e-05,0.00145462294625398,0.000135619681757514,0.00221752587450512,0.0151815258085989,0.000321175810994291,0.000479942864136872,0.000374745745841668
6.41868359424402e-05,0.0305526827813621,4.35673931855094e-05,0.000588951771763184,6.84516762442444e-05,0.00155669342522139,0.000146327894855879,0.00237472688786115,0.0162575718748201,0.000344736018451626,0.000514049932775653,0.000402162136744112
