Well	Fluor	Target	Content	Sample	Cq	SQ
A01	FAM		Std		18.6282598493718	9.7
A02	FAM		Std		18.7636488184358	9.7
A03	FAM		Std		18.657848084863	9.7
A04	FAM		Unkn	500	33.664460420317	0.000613345220413663
A05	FAM		Unkn	500	33.6867274485523	0.000604262890886411
A06	FAM		Unkn	500	33.3541965127453	0.00075506233930752
A07	FAM		Unkn	525	35.7880370969822	0.00014784464152537
A08	FAM		Unkn	525	36.0201897347275	0.00012654817462518
A09	FAM		Unkn	525	35.367149981908	0.000196006993214682
A10	FAM		Unkn	602	37.3120248146953	5.32560851288746E-05
A11	FAM		Unkn	602	35.8382017081031	0.000142958221820115
A12	FAM		Unkn	602	35.8881579520399	0.000138252602520684
B01	FAM		Std		22.7735868640483	0.97
B02	FAM		Std		22.8435624135397	0.97
B03	FAM		Std		22.8629488186326	0.97
B04	FAM		Unkn	503	34.4936773929933	0.000351906126826484
B05	FAM		Unkn	503	34.2660167084043	0.00040989205760095
B06	FAM		Unkn	503	34.6303438963747	0.000321115173977599
B07	FAM		Unkn	528	35.9815519625672	0.000129866865787145
B08	FAM		Unkn	528	37.7323667776203	4.01848067099231E-05
B09	FAM		Unkn	528	35.0996929808323	0.000234473528344142
B10	FAM		Unkn	605	37.9757467566542	3.41385718262591E-05
B11	FAM		Unkn	605	37.3190965390055	5.3004357059351E-05
B12	FAM		Unkn	605	37.1560681358284	5.91218644334623E-05
C01	FAM		Std		26.3272036857853	0.097
C02	FAM		Std		26.2704401770419	0.097
C03	FAM		Std		26.2680675947731	0.097
C04	FAM		Unkn	506	35.2251335140871	0.000215572943335665
C05	FAM		Unkn	506	35.5754620351752	0.000170474248128008
C06	FAM		Unkn	506	35.2286810250578	0.000215061181963263
C07	FAM		Unkn	531	36.5792611025194	8.70126280846024E-05
C08	FAM		Unkn	531	35.6116460882622	0.000166391168146915
C09	FAM		Unkn	531	35.988823840821	0.000129235686195423
C10	FAM		Unkn	608	36.065462195459	0.000122767357609944
C11	FAM		Unkn	608	37.8167535475724	3.79758736881792E-05
C12	FAM		Unkn	608	36.2441478212683	0.000108915718064215
D01	FAM		Std		30.140141608099	0.0097
D02	FAM		Std		29.9430633136586	0.0097
D03	FAM		Std		30.0787647719534	0.0097
D04	FAM		Unkn	509	32.0427070321651	0.00181797672325311
D05	FAM		Unkn	509	32.1325618105408	0.00171176119382509
D06	FAM		Unkn	509	32.2182333933696	0.00161627488168712
D07	FAM		Unkn	534	33.6548233648733	0.000617318212157431
D08	FAM		Unkn	534	33.8630144034294	0.000536947121630128
D09	FAM		Unkn	534	33.6070742437374	0.000637386268490438
D10	FAM		Unkn	611	34.4756608874143	0.00035617965606217
D11	FAM		Unkn	611	34.3216013720923	0.000394908038084033
D12	FAM		Unkn	611	34.5798835468867	0.000332156939716127
E01	FAM		Std		33.3134198449334	0.00097
E02	FAM		Std		33.2885449399759	0.00097
E03	FAM		Std		33.1854661552102	0.00097
E04	FAM		Unkn	512	32.0423735152138	0.00181838299840987
E05	FAM		Unkn	512	32.0307050868155	0.00183265424578958
E06	FAM		Unkn	512	31.7698587959323	0.00218262569700315
E07	FAM		Neg Ctrl		NaN	NaN
E08	FAM		Neg Ctrl		NaN	NaN
E09	FAM		Neg Ctrl		NaN	NaN
F01	FAM		Std		35.8759318496593	9.7E-05
F02	FAM		Std		36.0392871692342	9.7E-05
F04	FAM		Unkn	515	31.2953741796068	0.00299944266531866
F05	FAM		Unkn	515	31.3197951176506	0.00295076605020047
F06	FAM		Unkn	515	31.4652062346128	0.00267685192770225
F07	FAM		Neg Ctrl		NaN	NaN
F08	FAM		Neg Ctrl		NaN	NaN
F09	FAM		Neg Ctrl		39.7007204384554	1.07480058802733E-05
G01	FAM		Std		NaN	9.7E-06
G02	FAM		Std		39.0295108601141	9.7E-06
G03	FAM		Std		NaN	9.7E-06
G04	FAM		Unkn	519	35.2063894018859	0.00021829724057872
G05	FAM		Unkn	519	35.4629102107284	0.000183826496200518
G06	FAM		Unkn	519	35.1167680436861	0.00023180642504669
G07	FAM		Unkn	596	32.2880234807785	0.0015424401683648
G08	FAM		Unkn	596	32.1431532218995	0.00169965737151207
G09	FAM		Unkn	596	32.2451434251918	0.00158739563838056
H01	FAM		Neg Ctrl		NaN	NaN
H02	FAM		Neg Ctrl		NaN	NaN
H03	FAM		Neg Ctrl		NaN	NaN
H04	FAM		Unkn	522	34.3851429432117	0.000378448871101747
H05	FAM		Unkn	522	34.7966829694079	0.000287250615979951
H06	FAM		Unkn	522	34.8769174750347	0.00027221687746862
H07	FAM		Unkn	599	35.015716159329	0.00024804395364547
H08	FAM		Unkn	599	34.0810362623568	0.000463973806322838
H09	FAM		Unkn	599	34.7729047616625	0.000291863468574912
