	Cycle	A1	A2	A4	A5	A6	A7	A8	A9	A10	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	D3	D4	D5	D6	D7	D8	D9	D10	D11	E1	E4	E5	E6	E7	E8	E9	E10	E11	E12	F4	F5	F6	F7	F8	G1	G2	G3	G4	G5	G6	G7	G8	H1	H2	H3	H4	H5	H6	H7	H8
	11	-33.5881480758162	-37.4846356217504	-8.80815597840865	-24.8106567135656	-24.5529953812656	-16.4850839793962	-24.1563771180481	32.2295776040269	-6.12166363479628	-35.1784521573663	-29.5149027582411	-37.6104683857529	-26.4324048534318	-23.7067805239658	-24.2560083779363	-26.7697091219725	-26.6193979400405	41.764612145028	-14.8850358623322	-13.5535362567325	-29.5853186127433	-27.4962597740796	-33.8286798434337	-25.1118165137495	-29.4444967787604	-20.4778324959489	-24.0528223181245	-29.3251520012054	35.3766966524008	29.7629604970016	-14.3680748747311	-27.0318188634201	-22.261149391341	-20.0732561536252	-16.7236222790661	-23.0071126324883	30.4292692357194	26.8825102854689	-16.2981306864503	-15.6452834128031	20.6783610359835	34.4163587768917	29.7252604847381	12.6137739178439	27.8476328364259	41.1897336298161	29.5341717189294	42.3451827657846	35.4019927895233	-30.5883876402067	-25.7119603343363	-20.7117012393146	-26.3417162886408	-18.6232630155855	29.7671074117852	35.7951202754221	34.5976647757871	-29.7456538636006	-24.8546782652156	-22.8271824151288	-23.6949838508563	-24.3378028595398	-12.058706952409	36.0001685349798	34.7835130865551	170.054960684986	-36.9276014547686	-27.7385288810037	-37.1630468609246	-26.2175079046319
	12	-45.5584722448784	-47.4091734461117	-12.860031880341	-24.1041707698014	-19.4854346322372	-22.6805196213509	-26.0548734644535	22.5314049187778	-10.031015504052	-38.2662904759809	-34.3007726336618	-38.618456182212	-26.2876508789468	-28.0437528186712	-27.9703646366424	-33.7559885571563	-32.264967166152	27.5567033354209	-13.1565101660844	-17.2834585283817	-41.7370062845894	-31.1922387103396	-37.9263511058434	-37.5725960150903	-40.9411552369347	-27.5633965124598	-38.4801599749781	-38.1401504321648	27.9201273483104	19.829559885553	-26.2409318962655	-34.1366195213914	-29.0874679513472	-23.4912797490224	-24.2504500041923	-30.2747563086778	27.9082665142396	21.2388762661185	-16.6144030941223	-15.3923292341087	14.3751182091219	22.7151424034591	27.1787418513059	13.5403554108534	9.33944445287943	31.5773664490534	25.7896012791971	28.7541287684262	27.9478595716082	-37.9569622768204	-27.3000776419303	-24.7162757312408	-25.6518844310349	-23.2125724293073	26.1353072885577	28.4564912936039	29.6059335524214	-32.4741661614225	-26.2599037108148	-12.0045554597846	-31.0595278714009	-26.2296538106966	-12.9488863582574	29.410223151739	26.7195663735956	152.423157071646	-36.8378760410278	-28.975801568813	-36.7529301480345	-23.0833395829441
	13	-50.8005215500971	-45.4901644809206	-27.5496775119809	-33.6934189028816	-30.0874131794199	-29.3649851834298	-34.4499978059321	15.6031116678823	-21.8962146555464	-43.6433101987168	-36.9727612542538	-44.2430261304944	-31.3507267375771	-34.4465557833491	-36.6569441757028	-40.2070008024393	-38.0465160227795	29.1862686772338	-23.5371925079962	-24.5515802965847	-42.4808528648055	-37.3637306493274	-38.8466585623928	-36.8888927574353	-48.721426397562	-33.1916203430446	-40.6332131313202	-49.0740866296355	17.8853128263872	13.2063654861122	-27.5870334508745	-37.2739305870282	-32.3799691145359	-32.4191540035827	-31.7015318011527	-33.8504465259475	14.0145741902625	10.8061931762331	-21.4177647768411	-23.818923628286	9.51504494721576	18.8587648930379	17.4379702911265	-0.0225295368163643	3.61975940395496	21.6062527463337	7.14729368201552	16.1590100774338	24.5912556061103	-39.2417384752289	-39.4328034581622	-32.758827420771	-30.3551872773878	-28.5012569981491	19.0557495853491	18.3667470934261	13.7657292289769	-35.047353585157	-40.4833860903118	-27.820158019761	-40.2136957092071	-28.5846956777286	-20.2040098428652	14.7709137549091	19.4670022090359	125.309296362266	-30.481486210726	-38.4039506357449	-42.6028195345743	-29.484449112103
	14	-48.2831658360465	-57.9363319153654	-24.5038199533674	-37.6798368017644	-29.4488516906613	-30.9330496361163	-36.9388176040256	6.91771722851763	-20.6907011535586	-40.3929608365734	-40.4962089621267	-45.8408453933771	-26.0131782230783	-34.1936640745525	-33.5735760201587	-37.2549687420515	-41.4047437798981	19.6715436410932	-24.1723082870194	-20.2350630863903	-39.5267604270148	-40.2836516354628	-45.8615634305461	-40.0416365617893	-35.4520061306421	-37.6191328410187	-44.9632475196286	-49.0391098532464	16.3848985134928	11.0682104857806	-33.1358231765289	-40.6303428669999	-31.6992440515951	-33.1946884647241	-30.0656841787513	-37.2916783759438	9.73290436942079	14.8641988354502	-28.7924360067482	-22.671879416831	10.8246536520319	11.3395581989489	5.59794270793554	5.70313595572316	-0.308076567097487	15.2933978885339	1.45719051526521	9.52172618072836	11.8787934549155	-43.8888350309107	-32.2655683771127	-28.1124708447187	-31.8215943703481	-32.5515844927486	14.7799693556335	13.0271347662519	9.16955867915658	-33.4758012344355	-35.4845807757247	-27.053031055505	-39.7697714679061	-36.549017575675	-22.8420999379032	9.96925672283942	12.2181503002757	110.477509446192	-29.2732346582516	-30.3848777926942	-45.6353193536679	-29.8719096420846
	15	-61.0163584398624	-62.1289018202351	-30.0161920496703	-39.8406948722904	-26.6144604767469	-33.5136562233974	-38.2596843138526	5.24899346719621	-25.8109032315747	-42.2187590468902	-46.1893746959195	-50.7284216483822	-31.3900179411057	-47.9826155619585	-39.1679525672389	-47.397406007568	-48.9976540938333	5.21302295058013	-25.8495989385065	-29.6845310449871	-47.8007132798602	-48.3845919833675	-51.6836182228544	-44.6674831209366	-50.6692166042867	-42.0357622486654	-46.9159702264933	-53.8061290525911	6.67959914513813	0.792472135040953	-37.029868243394	-50.3127730129627	-37.2894133308664	-42.1996943181575	-38.645674978814	-31.7964413001137	8.69645239424426	4.1844291040652	-29.1368813552399	-26.008230320941	-2.00019480885385	9.22017112842786	1.6162940905142	-0.0889473910301604	-7.18165771185795	8.67585184807922	0.840617058294811	0.74067313217256	5.72431958895413	-45.9601090937795	-40.2953176566452	-33.5765406290711	-35.7591591138216	-36.0110524272413	-0.237018043167154	6.69981725585694	0.113846866668609	-39.3458122065922	-45.0939059031998	-29.2073436873588	-44.6775935943824	-39.3217950398075	-25.1932591581653	3.9559633974759	4.19327154791426	89.491514487072	-30.105937316519	-41.2043685133858	-36.2351025592952	-27.7650458619664
	16	-60.9724707566847	-63.5217819882118	-31.8352278620232	-37.7940299092625	-31.8929279161148	-34.846327497864	-36.110625138348	5.05317853061433	-23.9773000472446	-44.5591467234617	-46.994036049522	-47.7683758014236	-29.4987721318548	-41.6738238635844	-38.7572120891937	-43.9876598860856	-48.5990446988762	6.83026724913088	-28.4462782115415	-30.2857604554374	-48.832426049049	-52.057522125112	-50.9053941058392	-45.7453503791367	-49.1014440094423	-38.2125394655341	-47.2007486862094	-49.1474291570967	1.54920802631932	3.71287986723655	-40.8199724410051	-55.7487029360573	-37.7686679495473	-34.4978006589854	-41.0888351147314	-43.0089963829032	4.30635942812751	9.85652019016561	-30.8890462031532	-26.7961239253218	3.72341619057624	10.0985116708916	7.58573620880452	5.39746152144289	-2.4894055314744	13.0221677139962	-1.30224260026807	3.97376204207103	6.16773128614568	-43.7214197326484	-39.4008399817067	-32.4042323355652	-40.0420247968923	-40.378780669731	1.93830251676081	6.85131041124805	-1.17326675557251	-36.8969536778777	-40.2685588746663	-23.2135343870905	-44.7476337306425	-36.5357742800779	-24.2984114129868	5.47418556795583	0.517364537917274	73.2901312795584	-29.8736797969841	-29.1001704186219	-32.460849336042	-29.5245895575399
	17	-63.6369578392951	-58.8169092363451	-33.8532904629965	-41.165579717609	-32.7683266328841	-36.3121703391807	-39.8124771021639	-0.730125941512142	-31.372031192378	-40.7456794695536	-48.4421296819892	-54.8379069483135	-38.3473698266889	-38.2041439183749	-44.3134830493545	-56.1949829693385	-50.5258706104805	2.88685133655508	-30.1370723153104	-32.7685092565462	-56.1482338547557	-53.6928239844647	-57.3586116961915	-45.0485250773227	-59.5623353980691	-50.963976767539	-43.3844211713331	-43.2930817298648	-7.45934932808814	-2.18698609376133	-42.2041441595247	-56.4537490130997	-47.2252719072376	-46.0028458426668	-40.0211506441865	-36.4107463901855	-6.61661590636413	2.69845537249148	-33.7978289955827	-31.4612083079055	-3.9738782178847	5.15228206459324	1.30357748624556	-1.64334874115957	-7.13012697642898	-3.52045844213353	-1.73675398689193	-2.24563743775434	-6.218522163138	-46.898505789075	-41.3323013111822	-33.6617533583694	-42.351165899453	-41.7361667349751	-5.2578865588257	-1.50233701514935	-11.6889575952864	-39.7980159285562	-42.7263638873201	-34.3202563761324	-48.4465647769257	-41.0451001930196	-32.0530982040318	-5.65432553012215	6.30517009008054	56.4448286902334	-29.2877486010539	-37.7907676231962	-27.2280125820607	-31.7821925080189
	18	-51.1172561538206	-48.6788747546752	-34.461167685301	-41.4454772917543	-31.7218768998573	-33.1873237252366	-38.6474736301834	-0.570924284335433	-23.3197984075464	-40.4417149372694	-44.3418754713875	-45.3816784520377	-35.3903430338014	-35.0082078363839	-43.1374540206116	-51.271633092907	-51.0337289131912	-3.13105250078934	-27.5665779291166	-29.912868111589	-57.9415570458195	-55.2467950969976	-58.4591268210324	-43.2854531575977	-52.1959761696971	-46.0867393479339	-40.6556199296774	-36.9773697747441	-5.85857147362458	-6.36314162254894	-44.2313364466318	-51.5025741297168	-36.3051916301647	-33.2906197031225	-38.8067390782717	-37.7757748924205	-7.06049174065629	-2.02515645040694	-35.5609857377112	-30.5906832044348	1.12030069232515	-3.77470809807073	-6.23822892660519	0.465701847530909	-4.43326791592972	0.222215342439995	-7.32187906277795	-5.95102681242133	2.81028747849541	-44.4214169549387	-38.7134673308401	-38.8102744752259	-38.1261119426654	-37.3744751604108	-5.82813855744735	-5.16037345825498	-14.2230634091411	-36.6765967328492	-37.5187102555592	-33.3584364973658	-50.697787113796	-38.2314486202795	-26.9621258045499	-13.9136028900193	-3.82275308203316	35.8934112068064	-31.3932225520584	-32.5858946525314	-19.797681790722	-24.7323040825231
	19	-39.4661763676577	-38.5309073279213	-41.3945016724883	-43.4091747078101	-32.4514147684049	-43.4192904966385	-41.1263571737782	-3.08046639065151	-24.8250764843033	-48.8671615903786	-51.2716016383292	-43.9592347789903	-37.6660492551327	-46.6550934958468	-46.3151103405471	-52.5932477548113	-54.5381615945535	-15.6449758523504	-31.6501274067218	-29.4113758204448	-57.3702865016103	-56.1454857853714	-58.0896891267539	-45.6111587375963	-53.9151287953391	-48.6637096966797	-45.8839625670998	-32.2659848967269	-11.9621581692682	-9.1741276332441	-44.3666858954002	-54.3896374331925	-44.2490634775868	-36.90712473856	-47.7813158824611	-44.5842813296331	-8.49243641559406	-8.69783688496773	-36.6945880043595	-31.0888056604172	-1.62317903551047	-2.17536434004978	-5.88261592113122	1.85100961344324	-12.5316563588858	-7.1976841592541	-8.36079686725861	-9.29228443167995	-12.0204296195716	-48.518528117841	-38.461931492212	-38.9516594094121	-41.3035703501882	-44.1608083461524	-11.3291496124139	-14.5516100348177	-15.3394334940531	-43.1002051792257	-40.3843304907259	-33.5804254343739	-56.066035029251	-43.0563908212052	-34.8221784457637	-16.484281435236	-11.7304922753638	17.2334219070235	-22.6041052276132	-37.4783222764227	-19.5732930485901	-20.1804239595995
	20	-2.00821524562434	-5.58589649126316	-32.8523960119101	-41.0983431919722	-30.5508794151092	-37.6510473258622	-37.3969534992511	-5.19395972821121	-25.6445169868243	-38.5312490186734	-46.4221193434723	-42.4301502966719	-34.3656589085049	-45.5348813524588	-35.8964126003166	-53.5067246295312	-58.0154406357451	-7.80698263720024	-33.9289693569144	-28.3420483374975	-54.8376892825045	-55.3048217044616	-56.4819072258761	-36.70890786987	-49.4133217187364	-49.0823383097077	-43.6020988543596	-30.2485134097979	-19.40375206505	-10.9576548670539	-48.1281226748288	-55.6699096483289	-40.8872978688114	-26.4559810544652	-43.3317429140616	-36.4578531172247	-8.80375627949343	-10.4892978796925	-32.9235633395729	-29.8359216034587	-0.484321698361782	-9.09017780746763	-15.0269681521131	-6.08229955896877	-0.698521170788808	-14.4437596367034	-13.5640701009961	-9.18449788017824	-8.81388008246267	-37.8368732000363	-35.1328813649507	-31.8208521603319	-38.4181540071604	-37.4830157997067	-8.19057315854479	-10.6768091358063	-13.9812913825645	-38.1900285629999	-37.8441564254381	-29.1483219505863	-44.1846965988161	-36.6261366041781	-32.6352609060041	-16.9614346893304	-12.4855059958181	3.54555202435131	-17.0191513963455	-34.6394243975938	-14.180169853712	-18.5980870849489
	21	67.9676810781448	70.7744470451098	-37.9461029856466	-45.0093350631887	-32.9506258334623	-41.3914925557856	-39.9299153115089	-7.30988963989239	-27.5713374780275	-28.3311675495343	-42.5343725891644	-32.4112735126419	-34.4070875839561	-41.0529233159677	-46.1995986513557	-50.1895985623632	-47.4823036556018	-16.6016225838193	-27.9169218611423	-36.0965057599624	-60.5899622186644	-57.0195619317774	-60.398376571733	-39.1418664987368	-49.9752923380793	-52.6065635177474	-46.9507765007966	-32.9787651838469	-18.5806425307073	-8.78591796433466	-48.4883129181935	-52.7196844468672	-40.2494086007364	-31.0202838678551	-45.1314014337786	-38.9437283320967	-13.615187121467	-16.2413264541601	-40.1708772225147	-31.4915490589729	-12.4036197319338	-11.7625931772118	-18.5899565589207	-6.03888834191366	-6.33819117342864	-22.9547975656023	-15.2472869299845	-12.3158795428344	-16.5344921662781	-40.5158123067322	-34.6598253938555	-34.4871159093582	-41.93700266415	-42.0092101474265	-16.9125926244387	-16.0990621145102	-16.0571353029409	-46.3897111088154	-33.2709292676027	-38.5476011588617	-46.3337464031747	-44.3052187244284	-32.0959659192877	-18.9544652880813	-19.1468001560188	-13.458695670327	-19.0883652040839	-40.438661588496	-9.22531906564836	-8.97281400476368
	22	209.550467318712	215.048895686783	-34.8738715516065	-46.879045283561	-25.9630200423517	-27.8814491129933	-40.8279093686251	-6.50603686881323	-25.2505064239049	-10.1232336661069	-22.6326508560451	-15.0162636138057	-28.5309504003953	-33.3095348198694	-36.2686684456021	-44.7267238846534	-42.0216874625121	-14.5222055872455	-26.3320718339805	-30.4922468318605	-56.7826274725203	-55.3007529368424	-57.6743877585786	-41.348191045211	-41.0444980042666	-53.2499924840431	-42.1453307351712	-31.998832332426	-21.3048819134192	-13.5933169364944	-44.178239596733	-47.9148601959287	-39.3198882861007	-24.4731306450703	-40.3022487737235	-30.5021147221159	-14.9405586616085	-8.7016337179648	-36.9002241437129	-29.1873253177891	-7.62408977334599	-14.8269668344128	-18.3632345499163	-12.2764441413437	-5.57554094177158	-19.8438577422894	-5.57194011478259	-16.7047102070401	-19.5070394669938	-32.6083151108269	-33.9069073502724	-34.7584165445469	-42.089652057638	-37.4109313059689	-19.795118059229	-8.21625597683033	-8.78459690086493	-41.4545826912899	-34.3864041525831	-36.993573347605	-42.603809837251	-40.9778990767409	-27.5576992380375	-16.6978099403668	-18.6007400611588	-24.9527633406033	-11.3354879344415	-9.86275561074308	-7.86786336108889	-13.3720678260306
	23	476.708465395836	503.551319698494	-24.9164308624631	-40.601991606718	-30.9253681834289	-30.0292581196218	-25.9681986016149	-14.8921000347968	-28.7929169318459	12.0805662647581	11.8984232133453	15.3919610627208	-29.5978338206924	-34.0858326597945	-34.8847144479578	-44.2624252097048	-45.1314700175253	-21.8705984827056	-27.5235762301249	-27.4011576090347	-53.7649354598925	-50.6387784200588	-58.9088971730998	-32.4086636173915	-41.7245901735259	-42.5767878883207	-36.2518588520325	-23.0424339636447	-21.9795146178303	-11.6587852732737	-49.6776536711495	-39.4044914283477	-36.7219635241199	-27.8140141255399	-43.0200403109811	-32.0655758891144	-14.3602407743529	-13.5196188887403	-38.2445594803585	-27.9380719204519	-12.5481200621552	-13.607142314685	-19.0715513150544	-13.6385333725393	-3.52483105596275	-12.697931615513	-4.44103190525766	-12.2891359340956	-16.2503567841686	-36.0624751180385	-33.3938956915863	-34.859308121403	-40.1001142876366	-35.1794177501097	-21.9706534516999	-15.8991428053232	-15.4757723411476	-46.1298384159909	-33.742154050703	-34.7706026383312	-45.0797700994654	-40.2948587595592	-31.5922615021718	-18.6109031411916	-19.2667836750143	-42.1009934330305	-10.3017296314656	-11.3906888734045	-9.37913493747874	-5.07469955270972
