Well	Fluor	Target	Content	Sample	Cq	SQ
A01	FAM		Std		22.777606808581	0.97
A02	FAM		Std		22.5694052668976	0.97
A03	FAM		Std		22.3921198295379	0.97
A04	FAM		Unkn	502	33.4741404402639	0.000635793132960694
A05	FAM		Unkn	502	33.3179660864891	0.000709332292318372
A06	FAM		Unkn	502	33.7041918593539	0.000541123497106982
A07	FAM		Unkn	527	34.8768519912094	0.000237892366547124
A08	FAM		Unkn	527	34.9707149639423	0.000222747053673426
A09	FAM		Unkn	527	34.4251738967431	0.000326478958224966
A10	FAM		Unkn	604	36.3086118068828	8.72175585730907E-05
A11	FAM		Unkn	604	36.2784043263473	8.90836502940056E-05
A12	FAM		Unkn	604	37.0630967068393	5.14002999574514E-05
B01	FAM		Std		26.1554761864854	0.097
B02	FAM		Std		26.0083269983172	0.097
B03	FAM		Std		26.0530134315318	0.097
B04	FAM		Unkn	505	33.979868988852	0.000446056748939644
B05	FAM		Unkn	505	34.4472102988295	0.000321475663805966
B06	FAM		Unkn	505	34.3410199813108	0.000346312879914272
B07	FAM		Unkn	530	35.0685460808308	0.000207986749834388
B08	FAM		Unkn	530	35.0191148858324	0.000215318209455202
B09	FAM		Unkn	530	34.7844934624828	0.000253799724357317
B10	FAM		Unkn	607	34.7543711958488	0.000259214498383756
B11	FAM		Unkn	607	35.4183692862177	0.000162765355686044
B12	FAM		Unkn	607	35.4090573004123	0.00016383104735928
C01	FAM		Std		30.2314203820163	0.0097
C02	FAM		Std		30.255642266878	0.0097
C03	FAM		Std		30.1257815749107	0.0097
C04	FAM		Unkn	508	34.0636509112967	0.000420619970064851
C05	FAM		Unkn	508	34.0402422883155	0.000427577296915466
C06	FAM		Unkn	508	34.0743586833817	0.000417475337548373
C07	FAM		Unkn	532	35.8603507358034	0.000119409421655163
C08	FAM		Unkn	532	35.5919212260883	0.00014412487911619
C09	FAM		Unkn	532	35.1795108181022	0.000192425207350264
C10	FAM		Unkn	610	36.6021728368709	7.09993588217281E-05
C11	FAM		Unkn	610	36.4966374948517	7.64496704671321E-05
C12	FAM		Unkn	610	36.1233081330486	9.93124622472909E-05
D01	FAM		Std		33.6177587825944	0.00097
D02	FAM		Std		33.3938912231122	0.00097
D03	FAM		Std		33.2715103834664	0.00097
D04	FAM		Unkn	511	32.9351080469893	0.000927636978433276
D05	FAM		Unkn	511	32.7227697390566	0.0010764807155173
D06	FAM		Unkn	511	32.5347684800468	0.00122808132325953
D07	FAM		Unkn	536	27.7178948771494	0.0359179476131166
D08	FAM		Unkn	536	27.7946519905764	0.0340368520758081
D09	FAM		Unkn	536	27.8074863614481	0.0337320754331334
D10	FAM		Unkn	613	34.3573443180555	0.000342373465301961
D11	FAM		Unkn	613	33.8374903493765	0.000492861722331826
D12	FAM		Unkn	613	34.4132317648193	0.000329222838224892
E02	FAM		Std		36.5156626465864	9.7E-05
E04	FAM		Unkn	514	31.9023388137758	0.00191300516423708
E05	FAM		Unkn	514	31.7085408201192	0.0021912974536018
E06	FAM		Unkn	514	31.9366737475436	0.00186752237639059
E07	FAM		Neg Ctrl		NaN	NaN
E08	FAM		Neg Ctrl		NaN	NaN
E09	FAM		Neg Ctrl		NaN	NaN
F01	FAM		Std		NaN	9.7E-06
F02	FAM		Std		NaN	9.7E-06
F03	FAM		Std		37.5487899537247	9.7E-06
F04	FAM		Unkn	517	30.4543879218344	0.00527740846344291
F05	FAM		Unkn	517	30.6016157171274	0.00476003146620293
F06	FAM		Unkn	517	30.5074357305982	0.00508481140665842
F07	FAM		Neg Ctrl		NaN	NaN
F08	FAM		Neg Ctrl		NaN	NaN
F09	FAM		Neg Ctrl		NaN	NaN
G01	FAM		Std		NaN	9.7E-07
G02	FAM		Std		NaN	9.7E-07
G03	FAM		Std		NaN	9.7E-07
G04	FAM		Unkn	521	36.1344681602017	9.85387469962101E-05
G05	FAM		Unkn	521	35.2475466576694	0.000183465446508432
G06	FAM		Unkn	521	35.2801466388537	0.000179321354887172
G07	FAM		Unkn	598	35.5140951791015	0.000152204126400991
G08	FAM		Unkn	598	35.9084321006057	0.000115452766419529
G09	FAM		Unkn	598	35.6564522263327	0.000137752034884634
H01	FAM		Neg Ctrl		NaN	NaN
H02	FAM		Neg Ctrl		NaN	NaN
H03	FAM		Neg Ctrl		NaN	NaN
H04	FAM		Unkn	524	34.9402352765876	0.000227556317521507
H05	FAM		Unkn	524	34.6564314803121	0.000277631437835594
H06	FAM		Unkn	524	35.0154107765771	0.000215877886862273
H07	FAM		Unkn	601	36.2228418643312	9.26209507128015E-05
H08	FAM		Unkn	601	36.4140709849612	8.1003897628987E-05
H09	FAM		Unkn	601	35.642266447351	0.000139128360617576
