	Cycle	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	G1	G2	G3	G4	G5	G6	G7	G8	G9	H1	H2	H3	H4	H5	H6	H7	H8	H9
	11	-55.04535533952	-57.713364649655	-59.8951440459596	-21.9118402352324	-25.8345839507447	-39.9090570383423	-42.1193417227487	-24.1962407672936	-32.2596894949611	41.8746716202813	46.4453880368883	42.581502293081	-67.7896277860546	-54.3178852874307	-64.6420264380204	-44.926022964084	-38.9492065754011	-41.2165411596498	-34.8653530330257	-36.5226388617912	-36.6535836437042	34.5889149188351	44.11610462308	43.9163602091685	-54.3892889250537	-61.8777903827386	-54.3058184124793	-38.9039495833213	-49.5907631691371	-40.9236246806577	-42.5198568793539	-53.9188327227184	-48.8204327518642	44.5289663048443	47.3367013514398	42.1192295295923	-34.63966667159	-44.9154343423934	-46.4093726617875	-40.4873263935542	-58.9980553859232	-53.7045810606323	-38.0332180654814	-49.2696751467729	-40.0474512370693	53.7303523828878	55.7352878715137	42.3143661202494	-27.8709404370893	-53.238529074365	-37.558935374439	13.3249266901248	19.1584981814776	43.3663844800658	35.9220152984317	52.9281724162311	58.5923578083357	48.6950448203024	60.1878248191761	-18.419391813336	44.7873814765499	46.0514288208287	-36.7885639961523	-35.8184662026215	-38.5820701227622	-40.2742453334959	-38.0650543652982	-39.2681285137569	-38.705411496544	59.0562742307129	44.3523775011154	58.3812401628556	-36.8145579930087	-40.754068033536	-38.4822957853003	-41.3195979141692	-40.5452748391526	-44.2225114160947	60.7373151351003	48.5497133926001	15.5585798895818	60.9780887977386	44.8141666430947	56.6645357772159	49.3836829066695	35.6651684293238	60.9448671239379
	12	-62.4132206514332	-63.8383424886497	-63.7412016157868	-31.0480428913224	-38.4631832387349	-58.5217145057059	-55.4616471416084	-33.2656907696864	-50.7654084594269	25.5195253858337	27.7012807365445	24.5054637641779	-83.1767618815484	-67.418098414124	-75.3202421239303	-55.0819617047146	-56.4982698195709	-54.1260078492433	-44.5274280158283	-44.2888058668268	-50.6021148046066	27.1648598103502	26.9676786106347	32.6248167146123	-59.415697769914	-59.964649784687	-63.0273820189959	-54.1425072738339	-55.7723433207993	-47.5640104909344	-41.4556084071455	-54.3903751137896	-54.4587884155917	33.9738550346665	37.4065732969357	28.8580324023587	-51.2356569152889	-56.5173703152204	-60.0518808726683	-42.9642430873728	-57.0123970055329	-51.9277334735116	-43.0055101835478	-50.8935190686943	-53.3856724154857	35.982628141448	33.1936849504837	34.0000615438576	-27.8279857232019	-58.3679851227334	-53.3192715925325	28.1600274890234	25.8838353640695	34.220789449756	25.5393749755449	33.7151273209138	48.764726455177	33.0471616722552	49.657211332099	-27.2051623862117	29.1227375076724	30.3204376983422	-53.0471612877509	-46.3791164787908	-48.6739471332294	-50.5413789520062	-53.3389518493395	-46.5241445943257	-47.2799093521962	35.4182651254505	29.1576003181681	48.7539356795478	-38.1342674917241	-43.4842891248218	-47.8124674056317	-41.8964341485325	-45.2476683181621	-47.4300264724407	45.7687669404859	35.5787224635842	15.4760280277933	45.5617881060307	37.8263905984259	35.7234545798128	43.5413701321868	24.2833019137324	40.2268470195286
	13	-70.4395816196929	-72.0035260612704	-71.7963182811636	-46.6706233918085	-52.7383872039463	-64.6107549896687	-71.6081119510591	-38.4858884826745	-56.3922460350577	19.9543164038778	20.4022635550291	17.7048574083228	-62.4176981113533	-74.1988707441988	-79.717565728758	-61.6414668164407	-66.4519250672383	-57.3775118701969	-50.381908606103	-49.7202171901126	-57.3380282902381	25.2057196510805	21.8570621715207	21.9473205788827	-63.3412511089891	-70.6877053461649	-64.4561555762084	-64.7834822309696	-51.3508633971287	-59.664313528051	-56.4316504945045	-62.5945227250568	-56.4211816588013	23.7172874638109	21.4153307812339	24.4684975988675	-56.8315649109436	-60.2608082108254	-61.5801194449887	-46.7199953157578	-64.8381316105415	-67.7562027101703	-44.5771874473185	-64.0745557395549	-60.9943667136913	23.6603362205915	27.8822785578077	21.4748923072575	-30.9307710207804	-65.3674432012403	-62.6815458529027	22.5109109083542	23.9569731185393	24.2958422764168	19.4791415187647	22.1499779618998	33.1640837198811	25.0061632417919	30.6831887889821	-30.8542808273869	20.604785084196	24.6929043597365	-56.36271548901	-44.1390469569224	-56.6381445305751	-56.2905115378298	-52.7647854464703	-58.2653745447351	-58.3814882070392	29.2068860377894	23.4370811993522	30.6311149809189	-46.4918909428061	-52.3445721362705	-53.4923235686047	-47.0249262681182	-57.6315281194566	-59.79019201556	29.0092456924067	19.1206031340989	10.4747424486723	30.7187571174245	25.9835531453782	20.9973227236806	28.3105905423936	7.52113603284306	25.2238628220839
	14	-66.6471020008867	-74.3405848627062	-69.635363011259	-48.8534432366314	-63.6040099018392	-83.183415218532	-73.8159279808151	-48.3041452657726	-59.9384762043628	11.8930857443565	5.93048229019132	18.9928365761261	-71.3514576679108	-83.4072583734151	-90.1460209846973	-63.5410536426971	-65.2940660571385	-65.5673219912524	-58.1117317033522	-54.0814027033875	-63.5697361209732	11.0638917742745	12.7927891526724	6.55466970559883	-69.3262302506328	-71.7068567560209	-67.5116913033398	-68.0602067018044	-55.5875064641905	-55.1970393706624	-61.754924530017	-62.9343573503902	-64.9128002641573	9.44205631499608	19.3337363007195	9.3799240119788	-62.6335624421263	-69.5616994825941	-72.8440191535083	-49.7896158932035	-61.1573015870945	-67.2286683343909	-53.7554673450095	-69.6156011264475	-63.579573127332	10.774711374037	17.5015411632812	19.6544453917086	-39.4593068768554	-64.6733063150468	-59.7886194219327	23.7929019332942	26.3699780070756	16.2283256996107	7.62376948398287	18.8310847541516	22.8110655390401	15.470663405622	26.3966677895132	-40.2849526559976	13.788219513106	13.6283981933557	-63.0254056037993	-52.3479178814823	-52.9266667760021	-59.0115589530778	-59.7042785766607	-58.6065449604748	-63.4724673019709	15.9399307181811	18.4679870807076	15.9826719412495	-54.725966854835	-49.712190576136	-56.1705837144691	-53.0721809147499	-58.9562601880098	-56.255062045414	17.5115322368974	14.2079081212569	2.00509699862505	19.430385756973	16.7220432173863	11.8468497672666	10.7966880865561	8.02305086957131	15.9174147977819
	15	-75.3683238791455	-67.1243810746619	-76.6631965648176	-56.9132983611635	-65.4808004765946	-80.633198683583	-75.1566152956902	-37.7078232175554	-58.3335052848352	11.3247219074274	6.1400890996847	17.6358425927774	-76.447311856683	-84.270268989233	-89.0475399821589	-68.5331803962918	-67.9229730761499	-75.4667437235303	-66.092564372977	-59.6024436825928	-67.7655399644291	3.71784265411861	8.99888381847722	-0.229456258435675	-74.065040577324	-70.4920147994508	-70.6215759917632	-75.1894471693749	-65.4791881404144	-57.6975378768248	-64.5032471086915	-64.8271397023327	-77.2052695977191	9.25686104810029	7.39266640030564	8.61998533536644	-72.1700707041682	-69.9513479172301	-71.4385003832622	-51.742863485787	-58.3455577268851	-70.6454437743923	-52.6561813631888	-68.0337375607714	-70.6603378463806	4.4100717397323	8.89237285339004	9.61650790685235	-48.9086119235199	-68.5024602536178	-62.7980512359809	13.5196826422762	17.517029691573	16.7037421885343	6.46949124705225	4.12528437411493	15.7433071286086	5.51297771935424	13.5515984952535	-49.2699487740929	6.5742874949392	8.01600579935075	-59.6470629483047	-56.7705466243433	-61.6118983538436	-62.5094393158397	-65.172745889512	-60.8543410519123	-64.5420741008038	10.9398167271238	9.84489774867598	10.3621146886262	-59.1240295602902	-51.9040602371515	-58.4826651286112	-54.4258885370145	-64.0813537290096	-53.640176518702	8.16878747573173	17.1688953270559	4.72229245857579	13.6877464822473	4.98654577242087	1.50093552740691	3.07402946580987	-5.01614863470695	5.43946268813761
	16	-75.7687976441257	-61.7989681459148	-62.7381795021201	-51.5527336378709	-66.3312174786024	-87.62718317087	-86.7776242227601	-31.2657774742383	-59.9486351037594	4.41957446309425	9.12344122031664	8.60348654023255	-75.5351732118315	-89.9831874283591	-88.3022407603567	-67.7539070837447	-74.7203031840954	-68.5007597853901	-64.990186051853	-63.1770823066381	-78.1537326541038	2.22124482236632	8.70167324162321	-1.38804037793216	-72.0977874512837	-75.4812693724389	-69.8801206816925	-76.3370370908351	-59.5825710134377	-62.2766379958557	-69.1174817195688	-65.759404200312	-76.7324615303178	0.790918919336946	1.32690225566967	12.7377602299948	-73.2160694445138	-77.8339136890245	-74.4487295124936	-58.2835716668251	-68.9425260311627	-70.5391821695393	-59.9308158898111	-74.088210453162	-74.40246153317	1.32992510224449	2.0330153825862	-2.85418861188646	-50.6542613329157	-65.5489629776121	-68.5822040014446	15.9429581126042	7.83673842009102	8.46425189175807	0.922880477322906	3.86822869520529	8.83409026339723	-1.09289579089545	3.36124639818354	-46.9223952398734	6.47277310540539	3.87780586582267	-73.0155856694182	-51.767514638781	-65.5242976903583	-63.8926193754396	-65.9239924568974	-64.6148673948173	-61.4837468822516	0.0643969802886204	-2.26220301707963	-2.95965910056748	-62.5879166992945	-51.6782932885999	-62.5157759936328	-53.8209983006391	-66.1565957601197	-56.455216960735	-6.26143351650444	-7.08267610881921	0.814890429031038	-1.46738237714635	0.311757021338053	-9.42450903774898	1.5696141586559	4.16046881749935	2.98029802564179
	17	-51.7603488284067	-48.8252252622106	-55.3730820436585	-52.6087240258839	-68.5638464178228	-91.3495657470958	-91.1181221380002	-37.7604342166142	-67.9655971747061	-0.566530727933241	-2.44540739126569	1.25117844948363	-81.5527716109918	-87.7453650079087	-89.6884701941153	-71.9842954969981	-70.6717370750157	-76.6672333153729	-64.019289839277	-60.5084091278932	-70.5718545137097	-4.24481054267653	-1.4163645246017	4.24916862605005	-73.0381415002948	-74.0441928153678	-65.9577810522214	-80.2863673805332	-54.9618208177981	-64.0558797579188	-70.1986741644905	-66.0884437898985	-80.9014922225779	-3.10137259980092	-6.90881813523538	-2.747613487536	-73.7222871639997	-76.1876457966719	-72.6873384633836	-53.9934497361046	-69.1823689316407	-70.052694984236	-50.7740246417043	-68.1035110089415	-73.9798591194776	-5.09002217658053	-2.25132174683495	4.90583962628534	-52.8357744328478	-68.0241414361681	-64.3901625151611	3.80118242446679	3.20125856354571	-2.39410557675455	-0.628203308136108	-0.203780390441352	-0.495399972289306	3.46185502765366	-4.38388332780414	-58.0115380521293	-5.57962960732584	-6.01935234966913	-75.3425454927201	-56.1005930742976	-65.9036298765805	-64.6579446237265	-62.638754992322	-65.483810456888	-76.765221723208	-5.82866413822558	-7.51027600250563	-8.09355786907872	-63.8046101944055	-48.2721294333141	-67.9320181908652	-58.1604131610284	-61.3845385426721	-57.9567651411762	-7.54705882196868	0.819227770961334	0.638491180471647	1.42557464078254	5.49410847440959	-11.5567781691789	-8.96754671225699	0.0452551426651553	-8.07839681916448
	18	-34.2815929524922	-37.2428292222949	-34.3876419139688	-59.2214477965099	-70.0316262329461	-87.2854355582649	-59.3839116343752	-46.8284295812973	-65.045294593946	-9.38974478529235	-7.82081519317398	-0.36630689076992	-88.7250241645188	-90.6438094761152	-86.8535948487179	-67.2861262897613	-77.1790052637434	-84.8960821391802	-74.0760265299532	-60.7699630290135	-67.7471912793326	-8.79073828828768	-14.2280808026571	-13.7860117922091	-72.5565893722805	-73.9579552778159	-69.6567616608054	-84.916803786271	-66.507971138486	-73.062206218081	-78.0327704119964	-75.3149055099211	-84.3719920242038	-4.82402593032657	-8.62163091095863	-6.13485511264662	-79.3418516557367	-76.0365445833677	-73.8572736050783	-66.4214187388761	-76.8194606613879	-77.886407656054	-60.5581859921949	-68.6609978762099	-77.3002239585721	-6.61627770211726	-9.16269379939877	-11.2701866159223	-59.1032762257682	-70.4852344783612	-69.9101891715873	2.06014263119414	-4.83534219515059	-11.1977551096716	-1.7827615897977	-14.4864407911673	-8.35079024721836	-9.43863692349441	-10.4987659960998	-51.9695441701606	-5.37696149558269	-7.46210447502381	-78.7724625675974	-57.7214621598323	-64.4532083060694	-63.8437694716713	-66.9240308483568	-60.3565271808611	-70.2090201784195	-15.9535802382343	-10.2041881673631	-15.4339829175551	-69.974729728232	-48.9525419028359	-69.5580632516248	-59.1060551603732	-70.4378156196262	-55.9202269263733	-10.8684338233124	-8.98338544843682	-0.364096277362478	-10.533073036474	-10.8539748588364	-17.5130164026978	-13.3630041166025	-8.10237603053065	-13.5208326830398
	19	6.38312041530298	3.70564936700612	3.06933084060711	-67.321304172453	-68.1863491460772	-90.8744354743676	-60.7245989492503	-45.0670180730085	-65.1745242690558	-8.23561571092614	-10.5161773122472	-15.9983816057138	-84.2513106838205	-90.8492385443751	-91.2884576844226	-71.0157745232673	-79.2552120651108	-82.0185187871557	-79.9538665797545	-61.3874359696038	-55.3136943997115	-11.9308021687966	-13.9857623056241	-11.0932559132098	-66.7379962477462	-64.7779860894007	-61.2916532162853	-80.9632585127638	-60.585499544135	-64.6921207436926	-63.2585935928328	-67.7166592347949	-80.2976078695465	-8.22883411553266	-9.0086808158876	-9.23584263698194	-71.9602696723332	-74.9793184853197	-69.0326234796139	-60.815405455377	-64.8186488402362	-63.6616555842675	-58.0251966214473	-65.7912891432097	-69.9078529695362	-12.2067467756096	-17.7445441814989	-8.8057817548106	-58.1024982518165	-72.6845813320706	-69.2790192872471	-1.08895134785234	-7.97006283967676	-9.34180762698725	-0.532574360917351	-12.3775687952557	-13.2365291752858	-13.1395415051766	-8.42434415496245	-53.7635836172221	-11.3289028137988	-10.6285666913909	-80.5201339341656	-56.5839169567989	-62.214683508193	-58.9555338225127	-67.1216015578211	-61.4081882911323	-66.9541014437955	-21.2034581405296	-6.54884459729055	-16.5056173727162	-65.3681204853374	-46.3730427829432	-66.2304560371922	-54.7410472915217	-61.9439465161722	-59.2996752693889	-13.3241338601283	-15.0929259097702	-4.15344583323485	-12.8838988837742	-14.6877616900447	-7.62951729264387	-15.1703557301607	-5.15814867595236	-22.1323849403434
	20	72.0125172236258	73.5608859412068	75.7805772305492	-61.4612116266826	-71.2329324144857	-90.4413583432779	-54.5606612436268	-50.5877856017732	-68.4462912804911	-11.0138047781511	-19.2317277684224	-13.0952423139688	-76.2409011943719	-84.7047128614731	-77.4120159573022	-68.0013093331891	-78.2298584218388	-82.9147320315024	-79.3251616137331	-52.7753518777026	-54.5147078385344	-12.8103075245381	-15.2030016648923	-12.565996202311	-67.5854653245333	-61.1562395663232	-56.0002994684737	-82.6376941844928	-51.3629247085146	-68.4038766553358	-72.1446691621422	-60.4989126681958	-82.2965844471564	-12.4229352858647	-17.9267293140638	-14.7539789507464	-77.4488464198093	-79.3520183560167	-75.5136928988122	-67.0673241140439	-69.3164019448704	-68.4589620180286	-61.1455548431695	-64.3401613748229	-69.9303480953968	-14.286374307726	-17.1783034943437	-10.8912753314389	-53.8552772519024	-61.2122809662987	-62.4300939094546	-6.72153765525036	-12.129205776394	-18.4623010950472	-5.0786660252752	-14.5810268293262	-17.5032243467858	-10.0963326632764	-11.3442248983201	-57.5684176778122	-16.2676417030252	-14.9648216014093	-84.7664200533982	-57.2859414984541	-58.8322204840388	-61.099713299167	-65.0981271737901	-59.962698109156	-63.8040640390846	-22.2590584865184	-12.0054934061773	-19.1538865175717	-60.7219978111725	-50.6693685242017	-62.2194128078272	-57.6991953514116	-65.6236289849066	-62.9157163798873	-26.006007473693	-10.7665301345232	-8.40305369038424	-24.4633061232862	-18.2332468190225	-6.6711754482576	-15.4000970137477	-5.57744118072969	-22.6324639240593
	21	204.445291680556	210.090159342071	212.14186162731	-70.0745000621382	-71.8620869643592	-90.3772712234877	-56.1264381812989	-55.714584982089	-69.1683820507624	-18.8648697503822	-17.4982018934234	-21.9719792261276	-65.2213768088232	-67.5069066530796	-58.5541944972365	-70.6809085052782	-77.8770077371591	-80.6559913368792	-74.1872949368526	-53.1975018835974	-50.798313264896	-17.5806934834363	-18.3276422386589	-18.7608557593649	-62.7153852058909	-59.9957490216384	-51.7374544086942	-81.8673563639268	-51.1852315290344	-76.5320875366124	-74.3814974778861	-64.3378115878968	-84.4679819644598	-17.1962225193211	-20.0763983603374	-13.5700442571679	-78.2979924677948	-73.8802580489291	-76.7767783638519	-55.1652510765807	-62.8643236042963	-70.4574211371209	-63.9774210930609	-61.8379999412218	-73.1873622713547	-23.4927418521156	-26.852554960109	-20.1278664158899	-65.8824537101691	-63.4518344751705	-67.1632025081108	-10.8591518944049	-15.2651165363923	-22.9302036056069	-13.1899477321376	-16.4310068407922	-30.527453835397	-25.8514751684179	-21.4703965326144	-59.9675241096784	-16.8050427243143	-15.2402093079681	-81.3102637077764	-58.2008570514736	-56.1343772007922	-60.327909847776	-67.859896981744	-61.0023704921905	-75.1019906313404	-28.7979855861759	-24.5084191158649	-21.2257278785501	-59.1512807944582	-54.2170712838579	-72.4460384274398	-63.3659596286952	-62.2442882993764	-55.0452559749374	-18.8255044226244	-20.3739447985627	-8.947508406407	-20.8615363989302	-14.0226230336839	-7.69950333972429	-21.9668804983103	-15.7786901187819	-25.2508867861261
	22	444.252996114034	454.623299848978	469.404005523298	-58.6788671244294	-74.2889307650275	-88.6932252695369	-47.1475737341952	-46.4322598647332	-63.2504336550055	-18.2102342203834	-16.2880449293962	-17.9107594400712	-32.4445791332337	-30.273367495678	-27.9296722252993	-66.7052099429502	-75.0098462617807	-72.1643271026787	-79.9063457861012	-46.6739706863855	-45.3711328039908	-15.3039753655648	-18.5321425186075	-12.2016171364594	-54.9775169985796	-54.2581231786789	-48.903554687131	-57.8008057086963	-54.4886937698175	-68.4754511616729	-74.7885421458113	-70.7237032087032	-85.4003632873382	-19.6150026453615	-20.8560184986354	-22.6238110551294	-72.4542807392418	-72.4676608394293	-70.3733141939356	-50.9780717959447	-65.3236969495911	-62.3964996997793	-57.4469359516788	-58.5324490893436	-66.5440114884241	-21.5881667082867	-22.6294427178391	-20.3980391665882	-59.0558978382351	-61.1142486311446	-64.9678730246596	-20.1579977093497	-18.2415689806467	-15.855318744826	-17.9070637996492	-14.6097571487007	-22.7252915853196	-21.769007144796	-15.2653897778046	-57.3963789394611	-17.2341089998445	-20.4552806538513	-65.9947247154387	-50.7653524214684	-52.8034150256899	-57.5541686380584	-58.8808666067025	-54.5345652015476	-66.9813588928364	-9.5166237618796	-11.0993968727762	-24.41237483643	-56.5289363772526	-44.6430260770294	-60.2960537286017	-50.6794770215274	-54.8658417749284	-51.6940505574294	-29.3773593680644	-25.3783688396616	-8.96421619055945	-22.015465858678	-16.1741747271653	-12.2996058515346	-17.5025578095374	-12.7142720066968	-22.6750309583649
	23	880.571857208462	905.43619899445	930.9473135771	-61.8090565374414	-73.3107944540343	-93.135229866085	-48.4485447597835	-49.6244728848433	-61.2487078170925	-23.2474868152258	-16.0384073254263	-28.0743781227075	21.8914434810576	25.9159018088158	25.2789837016362	-61.232393821595	-71.3416867482883	-75.6086493284784	-78.8812882454076	-48.434115340363	-48.3959268727776	-18.731827900946	-21.1694042976405	-13.9231263132642	-45.7918002180159	-42.4593337115384	-43.1788357271716	-52.6646012142837	-58.4765736113377	-77.3520310691129	-73.9609182567483	-63.3867294704633	-78.2490800366249	-25.1490058090831	-21.1892854835924	-14.3394764903624	-77.3231029268909	-68.4520576497798	-68.4787733734165	-47.0801706471739	-65.5859315390107	-53.9033706981863	-59.8440498307555	-51.2423865301562	-66.196958969731	-23.0763826041011	-23.8621127556571	-24.1117372750696	-58.6988148623277	-62.1557967042836	-66.8453568354707	-22.3858954564312	-23.4522421492984	-26.1702500619112	-16.2869111626669	-26.5128435226734	-27.0844866602065	-24.6662713821524	-25.1657677445819	-57.7175226522486	-21.3964659388248	-25.3688829963312	-51.0587070475985	-51.5852297611054	-50.1822336584682	-64.4168311326011	-65.546232396393	-52.8234964671101	-65.9472928534233	-20.1669296499977	-21.2330639061311	-22.2476386676435	-64.3166780549273	-44.7839209037274	-61.8977213931812	-56.4886973797256	-57.1506279643172	-52.5356627666943	-26.0341504118469	-24.7831088254534	-6.58792306021087	-27.9666224680104	-28.2621404538131	-16.3494511837362	-15.7719809684431	-17.2861931764237	-25.0412828662347
	24	1597.63596124504	1669.17422784768	1839.06597057933	-58.0000030621386	-70.6798425545267	-87.6807249656167	-46.0439519043748	-47.4827506525762	-58.4741013491794	-23.5280683067949	-23.138327023843	-21.4516025426065	124.746022090675	138.023979107435	136.010886392934	-64.6471354953783	-69.9239220695208	-68.9990375173129	-79.7250670809972	-45.7659226963333	-40.3013437513891	-14.0511845380115	-18.7202094964132	-21.220946267068	-32.3907199064188	-23.6573140504579	-28.8971377436401	-35.8962040892575	-38.831436193751	-67.6026058786383	-61.4216703428319	-58.8658516907099	-77.8574675908321	-14.0695983518253	-19.4602943296086	-22.2519219087762	-74.1760227343266	-66.5687000038997	-64.9963427215771	-48.8507196801147	-57.084029822975	-50.3797047632097	-63.9769297376333	-44.8098550463492	-57.6096964390326	-20.2540791856854	-24.6365717590206	-20.0464458098977	-54.9108601989601	-56.5477838214847	-64.9280105246598	-26.0615391748797	-26.732543183336	-27.3526800775026	-19.8624384927743	-34.2122705509892	-33.0606895222973	-23.7804037706874	-23.8935311798332	-58.7229236685416	-22.3929025724156	-28.4433788186798	-37.1656415688722	-48.8444194364165	-45.5131066875283	-53.0759118709184	-56.3456724498292	-44.557509496477	-63.980899504546	-19.7251509434072	-30.2924657121384	-24.6209490749307	-60.2883188515598	-50.0546024322257	-51.8934675613455	-55.0971896738738	-58.4246000083731	-46.2286623768014	-30.9354838052604	-23.0604096160141	-11.2195780339612	-30.779683672019	-24.0256565820364	-22.3730533626367	-20.6435876815513	-20.6130778899969	-22.8868715809504
	25	2787.86796218527	2925.24664820597	2998.38799296355	-56.4651638107362	-68.7581772854201	-83.6735790315543	-42.1549198155553	-45.0897986125856	-60.6689141201705	-24.0710944973598	-21.7852958983249	-17.9577048810625	344.160284441932	353.995244190136	346.50341163858	-51.8803922627712	-60.6961545215618	-61.9025790207106	-72.7612811065965	-49.1705991591061	-42.1329221825154	-13.9843427815395	-22.5799898741516	-21.5131772787863	-8.30199009488661	-3.7630671337356	-10.6475120558298	-27.2256220970439	-41.0064920147979	-66.9373653548246	-58.3875960521882	-51.5961060294339	-70.7602762145489	-24.6796474155362	-24.7251771996225	-21.6977571172056	-71.3704133714891	-64.1862992318374	-56.2830150897871	-41.7331838327809	-46.4123047335179	-42.0597885759926	-53.0976299124859	-45.7658425779573	-55.4650708807822	-23.2290276372369	-32.3122175624876	-24.8404529866702	-61.1817520553841	-56.7106796093849	-61.6554972955255	-26.8590400474095	-26.0829612046609	-31.6098355242666	-21.0320332540168	-42.0692575329786	-30.7829723614896	-20.9081307657607	-33.7699316695671	-52.3417489108442	-21.7722125280889	-23.1449277941301	-23.4169724617586	-46.6836245684153	-42.631349926879	-45.9409770949587	-51.0764525363356	-47.3460111857748	-60.2403004949401	-19.2575160042334	-18.1346162178925	-27.3245085287635	-55.1955340539471	-42.3102387133968	-48.5928354270773	-46.9610782551163	-54.0071699210112	-49.5829358113642	-34.7445820786716	-23.5065559692948	-11.1979141182796	-31.6463386786254	-29.9777804183232	-23.8750463370998	-28.7879734579656	-20.2452091725554	-20.8788046174514
	26	4148.05672010634	4370.66882080489	4483.00942617084	-43.1772818856807	-56.7645782644577	-75.4293364760952	-42.7724573762243	-44.6160457231399	-45.4579990731718	-17.4879860936553	-16.6969737871968	-26.0832114762534	729.839903927354	742.42374933743	728.742908212787	-47.4193181810315	-54.8459779672958	-47.8248918553882	-71.6303700787948	-46.4349972161126	-34.0359075377619	-17.911724408903	-16.2116067450634	-17.6081728946965	40.0298313195253	45.4461630196483	35.2243178425188	-13.6891539835533	-24.9474048234497	-54.4249854059863	-46.3596235563482	-39.067263947828	-56.7858559756123	-18.8020765697875	-21.324672150442	-23.403982877091	-63.7251887975008	-59.1974979884526	-57.1890513160333	-28.4105995410428	-31.72968093484	-31.8041680559309	-50.4594670855713	-37.4650215024458	-42.1039562953138	-27.6875830238123	-28.522783976161	-22.3617651538734	-56.9977248371742	-42.0946682519152	-57.3030326812031	-26.5102758445682	-22.4987290566096	-27.8477459920596	-19.4792034388738	-21.8859802064144	-28.7531903427689	-11.3308601919716	-34.5066127280143	-54.2922151155153	-25.1077172479045	-22.5378716007181	-15.1196974570194	-48.7650074766088	-33.3724027059197	-41.5369464098949	-46.316097495378	-40.1933123123281	-54.1719344343046	-23.6110413015658	-17.607464099111	-24.2929211603796	-52.1912328441194	-36.5085125402411	-37.6789922563985	-49.0111590903007	-42.1993246789352	-47.1249366306711	-23.8952904700091	-25.2499084780029	-14.09349581379	-28.4220901331519	-27.1457709074093	-22.0471511475953	-25.335885596025	-9.22737803289328	-19.2620068092165
	27	5688.93635338699	6023.75943834556	6173.60900006751	-46.0847807006385	-48.7166681084491	-36.4667612954672	-33.8079442518092	-34.0587492860541	-37.8577186436396	-16.742650295887	-19.8786925849909	-30.0285791178676	1404.24725870921	1428.6354040718	1394.80609457923	-27.7496978005038	-35.4698063299302	-34.94360091006	-58.5651784855891	-19.1696466438525	-15.8319862322778	-14.9657442335247	-17.7317824107358	-17.5437919253736	119.685368524129	115.110463439648	118.427865112759	13.0060783564277	1.37814409034854	-47.1846913738427	-26.7077331659439	-34.7676574535535	-35.9128975095973	-17.29160903304	-23.4859239014168	-23.8624487077159	-50.4804965617986	-38.1074500565628	-41.5196716773908	-2.37565447072302	-1.022430238163	-1.09499784239233	-47.979162289852	-26.2457832679593	-34.5667027249538	-23.5104294513449	-24.8144937728175	-25.0258134155201	-51.6841290131042	-39.3119080246088	-54.2664216907733	-29.1208163900064	-21.8738198888004	-29.5933745966313	-22.8423312658215	-13.4544713871373	-26.5533417498564	-17.4630603471178	-33.5234445381284	-42.453632954227	-27.0234347348933	-24.1652612781036	-23.9539319848454	-38.0837490714785	-25.047833852158	-37.8585047057977	-41.9788921914151	-30.2426780044807	-44.369981612308	-21.408003118112	-28.0593911327705	-34.5385011521703	-47.2821751149586	-34.2187785829965	-39.6749662203792	-42.0836320305571	-40.1476083329371	-40.8826205493287	-28.0334821667111	-21.8693959525444	-8.66816685141521	-37.1092117677144	-27.6550634903915	-23.0342360180921	-30.0599138214893	-23.7651610046032	-27.1242673328034
	28	7268.6831995313	7736.93616630784	7919.28380338682	-27.2772057599741	-36.1990614104652	-20.9958471507243	-23.0821114590071	-18.6922213502767	-25.2374343515276	-18.9149936055992	-19.7486238795209	-25.7995315869166	2616.39313980216	2647.29160001797	2593.20715616793	-0.680071369910365	-11.8620801069919	-7.12991295522443	-41.5191255231421	-7.48507389138013	1.31848927767714	-14.4393728636978	-15.7304019654439	-18.8209291030907	272.15270053152	260.7003051816	251.504452638935	53.8303389275516	43.6600790691891	-11.7622713505816	-12.8147847920618	-5.83431119581292	-4.49641524725848	-23.3800500087691	-28.5010386137337	-20.4291665047749	-34.8452186099294	-26.8901406957766	-26.8895738094443	32.8720188432399	44.6815964796242	43.2450595883338	-38.7306423631962	-13.4515825893086	-17.041107706541	-21.1354513395527	-21.8034617950261	-25.5211456716106	-41.9832996089326	-36.5044644742075	-49.9304579340424	-28.5909540623106	-24.3648195882006	-27.5815489704046	-20.5415700575168	-23.3612785148462	-29.875308792396	-24.345722612542	-35.7620411310545	-44.2756372467675	-22.6689653699159	-23.9152575392627	-18.6040577566346	-31.3340281642741	-10.9003591557675	-21.9818315983293	-27.4425502261138	-28.3515184302569	-37.1585399357145	-22.3848005188756	-27.7453211355578	-31.5750473738572	-24.4156643288406	-27.605666498559	-28.4750590469857	-41.4282374468194	-35.1243020647453	-23.6255161661156	-29.029317151505	-23.3277650269329	-7.87208694751325	-31.4171208597027	-20.6053144236967	-18.8175107355819	-31.1718789899442	-19.1254473320641	-31.2412645882278
