	Cycle	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C4	C5	C6	C7	C8	C9	C10	C11	C12	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
	1	-51.0588049266544	121.476182415598	93.4315684731037	0.295257337000749	-1.68413002492252	-5.80785250687495	136.7182128717	135.98959300466	211.462102842148	169.763761081901	180.542569367346	-103.880381047004	80.9428994162699	140.736085176304	151.451759875003	-3.50982593262825	-9.50946285931832	-8.46000974316075	154.743645198021	159.089611902951	222.008238026909	178.824184528778	182.77086699032	83.8649818964268	169.417757576718	283.911621664632	-5.02956743520826	-8.49076719697496	-11.4277047285118	171.393548436821	272.724637045338	257.873327121109	249.121608473255	310.506481241006	173.817867538722	381.599597612645	-5.61915012224608	-14.1837782100602	-19.3096147671354	240.976628710432	250.493516410002	247.456773273921	163.018462196616	149.84254635755	-24.8017011403808	-5.92890785670807	-3.94147145891611	-9.65948195956253	293.377093018838	344.288307893623	291.258626829922	225.091151060044	235.325318128828	198.483294858853	201.22381665288	342.458741001037	219.509325142224	-1.25910033742548	-9.36168952240814	-15.1007506466622	256.240440602483	214.091647761006	302.696058043623	293.992408198201	293.773968872129	164.156087506299	48.3523801059773	224.420773389145	283.609497302408	2.89199010236052	-10.9799860707244	-9.86603574998253	-12.9520385026785	-16.0217471972187	210.504482647777	203.974431278808	-3.80996978040503	-6.1990797814924	71.3466582855444	271.467565539607	167.156904894184	-15.0743283823617	-19.1334921599841	-10.3980341791485	103.221508954544	85.8072563265505	140.08718359016	162.344694157413	151.759032343587	-45.619085477294
	2	42.9198017056397	130.011970625024	63.6926893234904	-7.39226940064873	-9.36266514928047	-7.08947223242421	107.703966773157	114.767501564151	148.174333447338	145.608127059426	144.411522546893	49.3767356121734	57.2236736801697	104.908063461613	88.9721817951267	-7.3350733464631	-8.38541149419507	-9.2440359158818	98.6383691721967	123.174876472045	167.297505566657	129.591081440331	136.907826207676	115.616130867173	137.016322742547	210.649584046641	-6.6335735113189	-4.29470493692816	-10.3242662784419	112.146386057684	179.434045479695	185.849531294611	175.852351172184	250.573968208452	152.741296824059	255.908863875058	-6.93871392629489	-14.0581890172307	-19.30017168226	127.116171377053	139.582636802952	170.650818704051	124.364802797347	102.344503032138	43.3830536773185	-6.76117351369521	-5.53683455660121	-11.8105963686735	200.554303562578	242.858879784417	192.322991411527	161.416915363514	182.468540577942	162.928626367594	143.460617507976	224.055907072383	126.083682671861	-2.70621080074125	-9.24563796375196	-11.2578629736654	169.663366113393	117.025015938538	224.178985537965	246.947863389252	250.422969226822	151.508770201219	110.278822868266	139.134173258857	176.480295427351	0.173027954544068	-11.5723904727947	-9.18561308033759	-7.42067020724517	-5.45284406401743	179.398994469282	146.436448228485	1.80993224199165	-3.40432564130242	94.3880479233903	222.739164429835	143.73091055103	-8.86967519312475	-12.8994863498301	-8.97510743019757	107.112987623928	97.5349060669141	119.252856600622	125.970991045253	159.779279292507	100.875245735815
	3	34.8488042433646	96.4112413700404	50.3781966636443	-3.54081157315704	-0.729944170123872	-5.48195711509243	83.5747636088272	83.8787150580538	112.577457257585	127.23087966652	109.339965513505	66.117965416096	66.8875351008255	71.8350554957151	63.9377019584899	-3.8401212040917	-4.81845356017129	-7.69038736332686	84.1058845816242	101.463204031508	84.9760466297867	105.209928511973	95.8497588825448	114.315929997426	98.5108369164909	156.402048396648	2.22556706469823	-1.86059928921622	-5.65997018799544	82.246770292466	121.010966099304	125.480282187968	133.85065418571	182.024959680056	120.012360443818	181.41233393832	-1.3858890551096	-12.81664247868	-5.37083733749205	109.485169603991	117.211553317951	101.476919478297	89.3064224350874	86.8756470671597	44.995887767659	-6.75275745153203	-3.67706433154217	-6.43182789927641	159.939597313394	182.527882662444	151.443028201862	115.27357028539	126.228563421848	132.678549577691	99.8625186414738	133.316569051201	81.432910016505	-4.36484681280217	-10.1563131762359	-9.7317045667146	103.323116156718	88.622731612486	142.408897869131	162.63087777872	158.822971793776	108.017547059922	95.6810076867278	104.8447918779	128.287875614256	-1.89063578178047	-6.72392585948228	-11.2933720534838	-9.71261904086305	-4.21872139586048	109.378005019706	95.5581054179493	1.80224902624059	-6.18410318219094	78.0672247303273	181.457745299563	115.199542178107	-5.16440967757262	-4.8529291337436	-6.56815372898291	87.9554407907435	78.0010289269903	110.675972872505	124.216036420014	141.753655605542	84.6804948553436
	4	26.6379019326032	55.2190623680362	42.3276378898854	0.929741809121424	-2.76992787569134	-0.586973896000927	66.1946512149643	79.2595472215726	90.7746083224647	101.971789023786	95.0694121531606	62.7391199095937	53.7629520090104	71.2885490385434	50.8445425904447	-2.59145269535065	-5.52172202102838	-3.99074173229792	63.6767493453972	75.3669740415753	60.8799447486126	79.7700007293124	61.1866823506061	85.5742306887614	71.5132648196159	98.4009380353664	0.0571719093986758	-3.21089023781224	-7.1589749576342	59.6737886475539	97.7702267529594	92.7872382443275	102.238018362343	103.755722882888	103.273806615834	132.750952444076	0.0948006799208088	-5.73664222573643	-4.28211618354999	86.167305494464	96.0959473903167	79.3949239605408	64.5200625951875	77.326930956553	35.0589887357955	-3.20720651281044	-2.23656522476404	-7.84757306005758	121.590039170776	134.270201279263	117.404061952684	87.2364274233832	96.3376288012314	103.03798879575	59.2924631322794	106.508977101987	73.6737463349145	-4.18049111466098	-4.90122251192815	-3.16831768475868	84.2710081657078	81.9669938865427	116.117234526861	117.755032673518	115.550908912324	85.0247873204753	72.5984406043235	75.0831254686582	97.9646298148255	-0.679345887544969	-5.35705430638154	-6.57805993008878	-7.2044271198738	-5.5332586846589	60.3426407077732	63.1274322626377	-3.63202311604437	-0.470071454026765	61.8567784861143	132.649265598034	91.4310570496655	-5.06001150454995	-6.49210821981114	-8.55108776197403	74.8234316833732	68.0700539827703	75.3947365285458	104.879404023957	104.292771752556	76.4973793845911
	5	24.8867343918328	18.8174491549362	29.7747768435574	-2.31746132465059	-1.34169927686798	-4.84228704371935	54.1045858782636	53.8760658436786	61.0646519109505	70.9727011884006	56.8151134806758	47.9819133946021	38.8303696431012	47.3757129523137	41.8843210303985	-3.37002949347288	1.31856672807771	-3.40966390382891	51.5208901115311	65.4053276808754	53.6689999684222	51.4562583888546	49.7034007949114	64.2517106551741	43.8904071518537	47.1760228946214	-6.30650772805075	1.29850342251257	-2.32577961709103	39.6181938241989	73.3385411420477	67.1449239384929	80.8598919086526	69.3825257574554	75.2352769217596	95.2165198063158	0.915799948299082	-1.68229531264024	-3.32807102685001	67.7460861032287	62.772710142026	48.1820991977092	63.742831971661	54.7838819834233	34.1461183512092	-1.62303321848731	-2.5063942803713	-0.57746514582459	91.7520488832288	102.935373358232	86.8022008429944	68.0112879519884	67.8710187183951	81.7256017657082	33.9247713734794	60.7112941476389	42.6256978536549	0.469079579428126	-4.74763506928457	-3.20619736017761	57.785446882237	58.3607865203849	73.0974431922896	79.6537917211954	78.4886479805809	49.6029220314595	55.5670972936568	37.256242473477	66.7674533606369	-0.390912527377168	-7.26555962372777	-2.29861162598854	-5.77649182617233	-5.39072598841403	36.6173463476007	43.2424278533254	-1.485393900487	-0.844847292413306	30.2058152449645	95.9801643927849	67.9319409969685	2.90343505591272	-6.88472624393125	-0.269364782101093	53.4424312787596	61.9017749027062	64.7397886788367	84.2851310807619	58.6339695473162	74.8256401442941
	6	19.9083257980146	1.92880472517027	18.3838728263017	-3.25019767655976	-2.31737310406561	-4.64012836697566	35.1976973994451	45.1797085466533	37.6306182909375	41.7415130583613	47.418876855405	36.8588193843871	33.038675132183	34.7858901424715	30.3931697589906	0.875129697227749	-2.19845696513312	-2.13039521344854	39.1600775785992	39.5302777875313	38.9963838836302	35.1364199283207	24.4628276197309	40.8174821455732	30.4690924588313	18.4331491746216	-6.7930482146221	-3.70675666941588	-1.70831693493392	34.3682456060105	55.9983581632496	46.7270103679057	54.2005072547936	42.5866453790677	44.7050984541356	61.8673711093998	2.74955684211318	-0.123657350266058	-2.4507015457998	41.2057697687378	47.0971496492984	40.6093731596993	30.9623661670566	41.3433985707852	25.114727748386	0.436318112709159	-1.05329280145543	-1.55918855797381	56.2801208272376	66.5849878126683	58.072502260633	29.6795351367791	41.0011535457643	52.3855985829096	40.9388160452327	51.1467000320008	51.2955719432011	3.55700122642156	0.375864494965299	-2.80856446522921	55.3996419669475	46.9049767179331	47.737397475843	60.9604178546779	47.1629412017573	36.6111920173353	37.4504987375612	21.3863354207242	52.7418434307892	1.01759147632492	-1.60172623277049	-3.93270640855144	-4.71428072713934	-5.02343124312802	19.1673498429409	32.7757649700879	2.96490934840904	-4.85901353294867	74.3170945986594	69.3332580378628	42.87467794035	-5.47133201890665	-1.79523609262924	-4.77535290875903	39.3884059600896	45.2904651499302	34.3853482079212	73.9101915948158	45.4629156933242	53.9420272331863
	7	10.7352657003503	-1.18371416613718	10.7524839705866	-4.07708026473802	-1.31987080800582	3.56717545426545	24.5591111952799	41.2033525860461	22.6092748885349	34.9352487530969	42.4792281486925	17.2308117303237	26.3142889656365	21.3033729201061	19.8483540977413	-0.243382852514515	-2.65254645878213	-0.259660525516665	29.6392626333709	35.2142929097226	14.1354334344705	12.7706962223565	12.3676398809948	26.507654445536	16.9955707675299	4.23078540388542	0.567506796139696	2.277036989517	-3.07720076785927	12.3992168916056	36.0020572309031	20.7100415124205	36.2055205533252	20.6551519936429	26.1242031164429	23.2733082310297	-3.72256262794463	0.671564821487209	0.687162937266748	11.8010360369917	13.4507919819789	8.87656892425548	21.6995083099582	35.9078065805188	20.5267551647494	-4.20751940769242	0.583712530992671	-0.123588112554444	35.5179700679273	38.8453363377976	32.2608421459954	21.7654062968286	16.2610330513335	29.553399128049	28.668900174689	26.9654671956541	37.119522387251	0.0863690719688748	1.06984188140768	0.297613259100217	37.8450066868591	37.0803798011802	34.7724921879544	27.7821100725851	35.0958057788957	24.9218920129824	27.4314678233777	12.0247213700404	32.3942496386135	2.91146343253877	0.948198698338729	-1.58361947640151	1.69648302585074	-2.64417900751641	9.38175190662878	17.9705423461628	-1.94456806420976	-2.9721888065551	45.2881757299965	33.3536200413691	19.5383759098022	1.69150282567261	-3.67161682414871	-0.172292252558236	17.5528818689727	25.4849829710111	28.3499801774306	35.2346692253359	28.3093970619248	31.874977779029
	8	4.25897040040672	-12.8792947273878	2.71505845281172	1.27469751972285	2.20065057927286	0.720920005545395	13.3565153261743	18.0884480084424	13.6502866512237	23.7546599349607	29.5754393316611	10.5133608177048	-3.1894171281574	-6.12472814194552	-8.21660784747837	-5.12082998136975	1.18005458408561	-2.6990539915505	6.27834871101004	6.66040223938035	10.5202993395633	4.7995157792102	12.2109298657833	17.5615503628978	2.56381361703461	-6.27810262697767	-1.25918196598377	-0.861794935884518	-3.86693367137923	4.83840536203388	19.2417503562838	5.10476538246257	8.9708616469261	5.3498894241493	13.6572904587028	15.90071699703	-1.73040815473178	-6.15603202672492	-1.10241417843145	3.31142113530404	4.19171595822991	7.81309574218358	16.8141183907273	20.6936582247363	8.09273014899645	-2.63416780935768	0.920552264253729	-1.88103887052739	17.9644778819757	15.510545369787	10.6042552529925	3.48283921593611	6.58617000067261	15.4371846716585	-13.0178291229022	-6.05980607376296	-16.1218135814615	0.37462931433538	-1.06069344894695	-3.90585661745308	0.311792991067705	4.58254523877986	11.556845451425	20.6584704162487	18.7183570389443	6.34564687062266	18.5444719147072	-19.2102347055661	7.90897056325684	-4.55312692590223	0.619703415678941	-1.65246224345174	2.90297017223611	-4.43237549309424	-2.3999296448892	5.03399708797133	1.41435533968843	0.310132229774354	46.9811317863723	22.5480509092831	19.1698703985458	2.76907891266546	3.16679377088121	-3.29815380983564	20.9447551126013	28.8164119823523	11.6033445719495	29.2931029156643	8.48845807228281	39.9513524336853
	9	-7.45513135808142	-20.9003108308416	-11.4421747583083	-2.06421465055473	-0.091376730281354	0.40756702231738	8.78602119789775	11.5031128969276	6.53653489858061	16.2327514511917	13.2207480731549	-10.2511416566085	-10.1160910511662	-10.8452777206303	-11.4850703436277	-0.57451244149388	-0.945047890053502	4.99301940017449	-1.09209294435095	-1.76459685795453	-4.06623625903194	-11.8546365085613	-9.24990192003042	3.15323476818958	-9.2584728552838	-19.2901797795539	0.0937439882131912	-0.519241352190875	4.05651495907659	-7.15956913530317	-7.06941078554064	-6.57648559216977	-4.20572783207172	-16.6271280473102	-8.35971176089788	3.88056034788133	-3.10429172955037	5.61492428314023	3.22944437692558	-9.22094818446749	-4.66798644898063	-0.172307256047134	-1.85434288076067	15.8570298238938	2.57938885864769	-1.90414228118925	-0.0987925480658305	2.45906118499624	-4.47344094398977	-2.10125681253521	-2.50189193629376	-5.59441490544486	-5.48863957458889	-2.0766029159613	5.34781738070251	-0.0138714772610911	8.10449802583025	-0.443376055281533	1.70826550381844	0.421154468158875	16.7971315585728	17.6106344308591	9.43185220220221	0.658792148899011	6.88060641176344	-0.222434571192935	5.87855107493124	-15.0905948165801	6.86608067187535	-0.321265130936808	-3.142957146345	-1.63205094036448	7.40700785045829	2.46676125998374	-0.0724291003480175	1.0681006140112	-0.224149173722708	1.01340765004898	25.8472946194051	11.7610407022385	7.90791171475939	-1.21677708513107	1.86685130717842	-1.81279069192715	12.169682212716	12.6852240805947	0.790397380984359	-2.36943769788013	-4.62288338936378	25.4766954623628
	10	-14.2371525458238	-23.6863938328106	-7.63872983736746	1.44612775033374	-0.85688973156266	0.136668985488996	-1.78955587478595	-8.60507075272108	-10.3403481625119	-0.999251425861075	-0.962637032073872	-21.1921103492195	-0.187542103929445	-8.47735522142648	-3.16829939879426	2.82785978845141	4.59444649086436	2.84093107480066	-7.06652438608944	-4.26911801704955	-23.8280771787267	-21.9451014022607	-21.4645304962323	-9.38422143102525	-16.267428404195	-32.8904237258439	1.84125849844531	-1.87067307250845	-1.21714024357152	-13.7513920648571	-10.5041174614025	-18.7153546018453	-19.4698744901589	-21.2750573513158	-22.7233682920696	-10.3572899853243	4.34254704203704	1.65121977158196	0.583500733188885	-15.4011962130371	-13.7078634135833	-11.9265221024143	-12.6044362737157	3.49163475915157	-5.83673172559065	3.48048520670045	0.880324538940386	-1.38962885351293	-13.7227742794166	-16.2516084909948	-11.1612828354009	-20.9109155488923	-10.6846791729231	-11.1871945366156	-5.39857506270164	-4.63644230578393	-2.98495560749325	-2.32532641034095	2.44064922734515	-0.351589507009066	1.54000973793154	0.304032792862927	-0.945778312621769	-6.44236054755311	-11.8265186097924	-9.41605162391897	-3.49839110513585	-32.6843620038062	-13.6814406863459	3.62299623257832	5.72808149074581	0.927155343773848	1.59297719809183	-0.478272128504159	-11.4375873522076	-9.03214935431151	-3.26712161329488	-0.00429052884010162	14.0497749582473	-4.34575194665013	0.752187981986935	3.3561733522497	-0.036245051233891	4.44600470657952	6.13319477798905	10.8599918535074	-17.4586750806247	-6.05486259876852	-20.2138991631709	7.58824403752078
