	Cycle	A1	A2	A4	A5	A6	A7	A8	A9	B1	B2	B3	B4	B5	B6	B7	B8	B9	C1	C4	C5	C6	D3	D4	D5	D6	E1	E4	E5	E6	F1	F2	F3	F4	F5	F6	G1	G2	G3	G4	G5	G6	H1	H2	H3	H4	H5	H6
	13	-73.4623577372704	-74.0318101370103	-49.8085711179674	-56.8809139555697	-42.7415918917004	22.0153291201559	18.2311396369478	24.1083137098594	-75.7303999751039	-84.94640677396	-80.6421429921947	-65.2244877573148	-58.4854705824573	-52.8002064900475	23.5168467779422	18.1719532329289	22.5741388159295	-72.7203516349837	-66.4669033097462	-76.6551409470194	-75.8126669276608	-79.9810905729873	-43.9570949635427	-55.4590048398486	-51.5849634769056	-60.9241978966074	-70.1470792348464	-64.259720840153	-61.6096734226594	27.5218627949389	22.3697613309532	11.3327717342918	-31.041473339511	-63.1895702856627	-49.1691610099761	28.8311271975972	25.6545148939285	28.136218405205	-60.4298039338855	33.2752330352823	11.508679167041	28.7174821788458	-49.9256572642526	33.6283009479448	24.1162219515281	14.0630928839582	29.978149196455
	14	-70.2913607110495	-74.6028078906911	-53.5069964310906	-64.507031649493	-59.3757652997383	11.4849995480035	10.969363529146	13.3476197091195	-78.7449961318998	-83.6995860969173	-78.8387299137003	-67.1101251155469	-54.2577184035299	-63.8686149066307	18.300336915835	13.4274493087696	11.5503401521792	-69.6127119894709	-73.206579811259	-76.1117790437002	-75.5145578341298	-81.8810621073071	-51.3602837907792	-56.7233851475348	-58.339345118804	-59.0341177604041	-78.8698744847679	-74.2156940622981	-67.1329465366653	16.0283876526673	15.8323007424888	10.6495956062854	-36.1415850391631	-78.4867848611038	-57.4547613790528	19.5585988523226	14.2713840798942	19.3219002697315	-64.663055802067	22.9225927147363	7.37008693155803	21.0811392165233	-51.5538880529239	25.9221122090694	15.9389147597931	14.1313499049411	27.9672749226438
	15	-71.1458998597473	-84.1806147388634	-57.8259604773575	-69.2179717547788	-59.8845589626526	4.79110102911091	4.11181570082499	8.16944143490582	-82.6173961811282	-89.2142704423832	-78.2746638553463	-70.4062041151128	-60.3130355034955	-69.8006192723833	6.7842871143057	2.46216291073779	6.9900606734127	-72.8717864988985	-80.0546719407412	-80.30425194495	-70.2105708953459	-84.8784980682804	-57.9764770591528	-58.9631901796756	-58.0664373531472	-67.6752770721305	-79.2637897612631	-79.3374675242749	-75.5120167956893	12.0109781005403	5.67490561138038	4.24306297735711	-39.2072488429958	-80.9979501649605	-57.3582957520584	8.38932190701235	7.13020354006039	4.20733198841936	-62.8021458950507	17.6403286164759	1.46701650593877	17.1353960862525	-44.600581624386	17.2395661216578	8.24536068414909	3.94347715514232	12.1518660658458
	16	-67.0049836948356	-63.6684760768358	-60.1456653044452	-67.8422067877618	-51.2290016466495	-2.42955262471696	3.18524266936947	1.03416043076504	-82.0713754901399	-89.5860870002361	-82.4675630382126	-61.1855808641749	-65.2373205306267	-76.4938355910072	3.70828163105034	-3.59936009430203	7.20329531924835	-75.6286740712994	-87.0332983377266	-92.3172697709288	-80.0361196656831	-88.7142160461299	-70.1535428936686	-68.2351577085792	-61.4202283614195	-74.3976182085016	-84.5581310571861	-82.4458134535744	-76.2262628654989	1.25263196311153	-1.04943428125534	-2.4885999274984	-40.5623701135992	-77.4745510102484	-65.6340764931583	2.57114021664438	-3.16452807472706	4.61781887012512	-73.6775118789919	10.6123266146224	-9.69311868370551	0.912439696684487	-44.929227331063	3.29953263060543	3.27438487064319	-6.0209076334595	4.47482703287369
	17	-48.6392322726597	-58.7987779964087	-62.0590159556305	-69.9236231468167	-57.1256069012734	-11.5409971378431	0.640570236392705	-5.43085570220046	-87.1513844638303	-89.0651927034669	-84.3472191212868	-58.2480810053339	-58.0665930279683	-76.5102576652498	4.39190596013304	0.343332314099825	0.68607550539673	-76.4020849579656	-87.6761167675868	-90.5674180114065	-76.3485627617583	-91.0259839093105	-68.9092132400801	-67.0560665765888	-61.2509823248374	-73.7055810501151	-90.6163986909978	-81.993072367165	-75.6785182353578	-4.26213549872227	-2.35750716904204	-10.7588475511948	-42.2199398704697	-76.9614899341568	-67.9408900117669	-6.01932332444358	-1.1691191040718	-6.26277918865708	-67.4503916048934	4.75314166614407	-3.51466266796615	-0.811038697284857	-42.8509684712335	-9.54827156891588	-3.20834555405054	-7.51819826704195	1.83209183580584
	18	-39.2252923790702	-36.7068576941883	-61.3535854553174	-78.0504342364002	-66.0567888066489	-6.87680442802593	-5.3592811141325	-5.44101201282501	-92.9404625777433	-93.4720020641817	-91.4833791617193	-52.0375876964299	-70.7713578813955	-85.8574408060085	-13.6413841261101	-5.41409180851497	-4.16066274705463	-81.7476253041568	-88.580215282579	-95.7571218472722	-78.0356142744276	-99.7898806669964	-76.0112210401903	-70.2666279801788	-66.468989216778	-73.2479749723925	-95.0427047464073	-91.4502169836351	-77.9819006113357	-12.9694494142359	-13.9061339754726	-15.6243633187769	-51.1326229729439	-60.8286887394388	-69.9582255153928	-9.74652446595883	-13.8154355950073	-11.8049952248793	-72.92196396689	-2.05127820831967	-14.1736436170104	-9.8540281971982	-49.3566603071204	-6.75292251366955	-6.00945126843544	-10.3301044474674	-14.5197980607309
	19	-2.14157024276665	2.85297391109634	-63.3197833261347	-74.5064690047248	-65.3557791142557	-13.493133243288	-7.70692533886177	-17.5994007309373	-82.8519256670206	-87.9570605710078	-82.8878314389367	-53.9526428981799	-63.392094752141	-83.0218410816251	-8.5554395445688	-9.16353428978255	-6.45891158249287	-81.6534128679123	-91.9716038857896	-98.2670892466913	-79.2654782494437	-97.6329963214102	-77.3306513447251	-72.9010677723545	-61.8583735014618	-77.8670460750627	-102.165599136804	-90.1829966885771	-81.1417707457886	-14.9487328645755	-13.7568545497952	-13.1432901809421	-44.5491948830104	-68.2834210794563	-70.2032239783366	-22.3353452999299	-13.0300165840499	-16.153847860578	-75.0172652071979	-19.3075655711436	-23.1928991736822	-18.0867207895071	-50.8436113168073	-19.9307179802772	-10.5999734936477	-12.0650232169464	-15.9020606889926
	20	74.4308801813577	71.0968497273607	-64.9819066056634	-77.2713213787119	-61.2218266679229	-16.9790359118742	-16.9688810877688	-13.4294500105552	-79.1911733876359	-81.046698091809	-77.8126357983201	-41.8011962513001	-64.2411303369117	-85.0480821291167	-16.0740230349529	-20.1935054119431	-16.2362333862038	-80.6784763759069	-98.292648735217	-88.012581181436	-69.8201802432732	-83.9335315778044	-63.0327425879423	-69.7121576671161	-55.2601458511799	-76.9257328255762	-94.973208331211	-92.1620389957716	-77.0973313583063	-21.5015815824954	-17.1552367337872	-22.7813854747819	-50.6381227838101	-61.9726176497097	-71.8529437695252	-22.9743405730696	-21.6412808986724	-26.9427357332033	-74.3234887713415	-24.8384475659814	-23.2326864715351	-19.5062872367926	-54.2211328930971	-20.763999972969	-16.8324521869636	-11.8807978309205	-15.7588550714436
	21	213.353573869268	227.36250362955	-66.0142540855659	-70.8471057917559	-63.8846722202006	-12.8929943807607	-10.8376723461752	-13.6245138951808	-61.3070493114046	-64.461886613225	-56.9106035635095	-42.6643030964833	-59.6870700605905	-88.1265512167274	-11.8937039485299	-12.1492212736684	-21.9656236753472	-80.636251989934	-89.655176838115	-92.1912075728578	-69.2332081437098	-90.8195888856835	-65.8095143412684	-74.4483735423128	-58.4827132420241	-80.9518920529317	-85.3997674264847	-85.5164212430063	-73.9202361782127	-26.9500055054077	-18.6740479216824	-18.4985574580405	-51.1649254581589	-54.8608135514987	-45.7656982694662	-22.6391590283492	-18.6209618156881	-27.8196061986828	-72.723830337105	-26.5033549581512	-26.2164683090859	-25.7255160330578	-46.4783065775973	-27.538931260362	-14.7183282996284	-12.5770877960385	-14.5234201623653
	22	476.22377641118	480.101595483402	-65.3120666449058	-71.4959454512473	-66.0500853116246	-14.1203697764895	-17.9576550644761	-18.3948595968786	-33.6169881499936	-33.9573839123377	-37.3786182947824	-34.1809794890087	-54.7127528300716	-83.1362418428662	-18.7173937230373	-20.3670882984716	-22.3189241787095	-75.3491862755354	-98.0418345374192	-86.4979831666897	-69.8976783887201	-94.1043298857076	-66.0523203194762	-68.3410674998549	-49.3880482770746	-77.4999694889566	-81.9676911378583	-82.2383979422957	-73.2419278323259	-26.3526122423773	-16.408111396614	-20.8673853966875	-42.7155801744711	-50.0888179847261	-47.0760926935573	-26.7759975826193	-20.8585580142571	-22.4018026564227	-69.2594373596557	-27.2366761920821	-18.4615338114227	-23.3364021864263	-53.1312647581453	-30.8320154655785	-16.4965615149913	-15.5091141759385	-17.745736180661
	23	1054.57906704466	1070.07354393182	-59.4780392455014	-73.4834009179622	-65.4505910482549	-13.8177016328063	-23.4701364570738	-19.1533232222209	23.365888274282	28.889397966449	24.4354443437651	-40.3648245260938	-55.8217988462438	-80.8881830547916	-22.0407135281994	-20.9978405031934	-21.6697151725593	-68.390246873937	-99.7204199620674	-86.9678724290734	-60.8578801441827	-86.5274644265437	-63.0430263547669	-67.4093268537326	-51.7930672104612	-73.8874401552894	-73.023632341904	-87.5806193125854	-68.6166396735462	-28.1843762409289	-20.0679571032879	-14.7669704706905	-48.0254886834136	-51.61000987033	-47.856123834883	-27.7546593460038	-22.8687496141301	-25.3408645298359	-63.384608009449	-33.4872822832585	-20.2459428057155	-27.3702483139987	-52.27359661833	-33.3068757672836	-22.8065250809505	-13.6003309511852	-22.620636877723
	24	1863.51605434881	1898.76427676109	-59.103515387822	-66.9543052529998	-54.8096056553795	-10.0745975675682	-15.7739999569267	-15.8902305296251	127.602488385734	138.885931621197	132.845599656932	-36.994629529433	-51.1501755550853	-83.6900607666021	-25.4064861467823	-20.8411213255258	-27.2669087025424	-58.7121115635855	-65.5538516237875	-69.0482454101802	-48.3885854820865	-85.3552229048091	-58.6566480476722	-62.3271880274278	-47.7051635897869	-77.7560363312195	-60.0466698924847	-76.808531334299	-65.177099141777	-29.9517116871984	-22.2053258320466	-5.02836141817806	-44.2414256666916	-46.6270533090556	-37.2683873738042	-28.8004985376983	-21.3338436703607	-30.8056861891037	-61.9156872107887	-33.694096539456	-22.2438419436567	-23.6374596377373	-48.3821112849319	-26.8179778396579	-23.3217527351799	-14.9395685564496	-15.3918431107513
	25	3011.53667547382	3082.23018010042	-56.9183153588247	-64.0298125397267	-57.2388711569483	-11.354957554101	-16.625229727917	-21.7671110743013	335.225691773447	347.955652332857	340.474336337996	-28.1596522042082	-36.3844855143243	-68.8952313257305	-23.582752853762	-14.9166144269502	-17.0276931649723	-39.1793082807617	-48.6636684721389	-55.0493895294794	-44.8353908633917	-77.1417450129748	-49.1081222329949	-56.1424464068286	-42.7024448606207	-72.2163024220999	-45.1928402436388	-79.2370218588976	-62.1352994440413	-25.3874752753591	-23.0176967469961	-8.96566070727658	-38.0020306693614	-43.5674192983515	-39.3549597923475	-25.6434502400234	-19.972344101393	-27.7947494147202	-58.111835787332	-29.8677162420054	-16.1879519923978	-30.4779969158226	-48.6486144079336	-33.7141871900767	-19.1853754012436	-13.287312602467	-20.7842159927404
	26	4461.97453456218	4577.85087964457	-56.0024933410523	-57.9340893670642	-54.3924711779282	-11.7907862681468	-21.6000388739576	-17.8336056981216	696.799496379233	716.43239074989	712.454113806214	-15.0073290138935	-22.8775451572346	-61.3231929346366	-23.8826495109251	-22.7515156584323	-26.4358908360018	-4.54930388840239	-31.480220149554	-41.3627480504401	-46.3642423525307	-68.3951818194164	-41.8670816047979	-48.7852092302974	-29.3592335738504	-65.1339537753793	-39.8391731843767	-72.1310685679446	-57.2485592112525	-32.333609170686	-24.5873180662184	-9.78064949761938	-44.6281437131156	-45.6033219382307	-38.953529820129	-26.136262220286	-24.3763010785033	-23.9262885821772	-57.2733056199568	-36.6188232077429	-16.7503753256051	-29.1112474785377	-45.1762838451523	-31.4182214516977	-26.2596548362635	-23.9456669459878	-21.9403758206981
	27	6089.64958482553	6267.84496668259	-48.3436899382059	-46.5920154259329	-42.9108334545763	-13.5155804242813	-11.1559709600097	-15.6866324172724	1464.61219938364	1505.06519640688	1501.81020240045	1.68153199798508	-4.4276881349233	-46.2076716178053	-24.1310057143246	-13.286525394944	-27.246421031462	44.7761317842642	-10.0894776031473	-22.0092542727416	-17.4493779008499	-46.9118031449889	-33.6012989626579	-38.8890331858283	-21.262201935986	-63.0202136323805	-27.9922937675883	-65.7355384373686	-48.5091738069032	-28.4610370297305	-16.3787532751639	-9.90066087465493	-34.3348722023693	-28.8402659512894	-29.323680783702	-29.6395711903288	-15.57025051645	-28.0221341486995	-50.9401326560237	-39.0323909555209	-18.906175443044	-29.1769025718258	-44.1232161835078	-34.8928432079902	-20.8312462171616	-22.5247641924752	-25.6084625638623
	28	7759.08112810567	8004.8311097444	-34.7458236252196	-38.1565174053112	-36.4368078007983	-14.5038439804812	-12.3064534353289	-17.0383178517932	2488.11636169213	2559.41494826128	2559.20103637552	38.1908138323051	39.8256628845893	-10.0332053895363	-26.471866247899	-14.4191137141333	-12.9932349610945	151.915365156876	19.5023083706274	6.87315362563731	11.6882434820436	-29.07123324024	-22.8791118257568	-27.2208334220923	-11.8516911835732	-57.2021624519311	-16.2900057756642	-61.4831662872148	-45.0823147155706	-31.2542559353133	-25.560243208638	-11.2706926302444	-38.5042278556602	-37.1865064220838	-32.4071039638175	-25.9140396785997	-19.8047925427263	-23.2593159856042	-46.6189256655371	-40.8826700005629	-14.0541023856213	-26.378776096125	-42.5069229954415	-30.6132823223761	-27.2222664556966	-28.175843310818	-29.3409879517649
	29	9332.8700113252	9652.35561168942	-23.0930440191123	-23.2424229147555	-22.4324413395425	-14.060430814131	-11.7627774951625	-22.6901463937056	3867.12355529334	3995.72498779292	3992.17569953401	96.1790887205025	119.295952406517	53.7838095699744	-25.0923621948441	-18.4568422151206	-24.0732025045863	343.551119231522	68.6403559284217	75.9790784002798	51.498693883892	11.1405033940355	4.41845405435288	10.1211084011493	9.56043737972504	-51.0155109324833	1.16884929762273	-38.0786511167271	-36.0695887329584	-28.5280015754788	-18.0243771615842	-11.8384809821064	-31.2895461834123	-34.7687237868604	-16.5740282073257	-27.2634618704551	-19.5847432786495	-23.1523983081388	-45.3755676374049	-38.4866142640949	-16.4487442948894	-24.2638034555885	-33.7262191631762	-31.7497018470704	-21.8490491425518	-31.4493375987449	-22.6132298950115
	30	10740.2328750227	11124.246001166	6.72889229346129	1.99423131587628	2.62962157634502	-13.9441941895038	-19.2226847223537	-16.7050083547019	5519.49962623926	5731.48813532911	5721.53703330243	214.127231355586	253.491402381977	172.078673114027	-26.2075789243254	-21.3224842354375	-19.6011320757934	794.006638218448	168.049163786731	175.231185346235	138.188059627118	76.4774581771608	47.4804512598312	48.6337944648376	41.6874896237041	-36.6901726594169	31.196787017012	-27.7517791316614	-25.7413766112495	-28.1506657878745	-22.1708352512833	-9.52671342246686	-24.2963801514234	-25.8668915139506	-3.42163109776357	-28.8345206333561	-14.9973636884979	-21.8466163934181	-32.5743914637487	-40.0328418327672	-16.1186171274803	-25.3675446324805	-31.2531100714632	-29.9534320642097	-19.4441515285189	-8.28580621074161	-26.8325559828918
	31	11928.7502239332	12381.2402998087	51.5096853605673	54.9008766807365	48.6712265357464	-15.7344340544469	-11.2509305957929	-17.2283751929663	7300.11710458268	7617.27550350469	7594.74840984385	441.312722255338	507.454728655809	406.669590555432	-17.2558910569924	-17.274422676981	-19.7293715273545	1455.40704075912	361.183139226664	362.937098504892	294.113549912956	196.93196998987	134.97186933316	139.359101617558	110.121310290982	-16.6863118328338	75.0527638399408	14.9500885652114	-10.8253776029378	-24.9378431403902	-21.3632321956275	-11.6977458465208	-4.4884003258021	-15.4681553182272	16.0268701287669	-21.6766866226526	-18.2728513212287	-21.1590476726824	-28.3980670545852	-22.2293352920778	-9.16355145023317	-17.6273123271712	-28.6377612384422	-28.0119931054851	-25.480038705763	-2.84385536508762	-20.9174624790621
	32	12908.1530397748	13395.0057523855	140.234780021643	155.853903189578	132.939393238281	-10.9122719333745	-9.7588913774016	-12.6647536203	9055.77399631704	9478.99103013685	9445.51564270305	935.924463479463	1099.73803748311	919.651959143166	-11.5901596468939	-14.4498140274827	-13.6008298743309	2464.81906661169	780.533801154734	770.0577073277	561.092758333982	418.015483564385	295.0543388512	306.894128778255	225.038048556305	16.1589263364176	155.058652073692	78.0950348329425	22.0209384395312	-17.7405055964273	-14.5081228750787	-6.75636064194259	12.1926524079436	-7.93487461980112	51.3680636682757	-18.1618934110311	-12.2270717353094	-19.4065675882084	-18.740107741929	-21.5288028295672	-5.48273454688024	-19.0868800258668	-27.9790589835047	-23.8514603338199	-24.5757087634902	2.75712484592714	-16.4482678676368
	33	13694.3953005189	14209.5259048275	289.836210973683	326.449881528344	292.477038171755	-13.1118658434534	-12.8831316897631	-9.90217097320965	10673.1315080902	11194.7838433588	11148.4722989216	1652.13818923316	1928.56508989834	1666.18042232313	-15.9161965808171	-11.047306600618	-16.4644388228262	3827.24804038473	1412.00371786137	1372.69103961749	1150.80907795602	892.103666578502	589.073309662047	594.459400551183	458.261601426602	67.3820933751758	297.964795589225	198.683040708981	69.3133877642704	-19.0753480288131	-12.9260979399232	-12.2160038798138	43.3173419975374	13.2030020447401	111.501043786271	-13.1755036023087	-13.6895108208928	-22.4016915600432	-0.945988393467815	-21.3937919840419	-7.40369930421184	-22.8354980139775	-16.2026481349221	-21.3458101168126	-0.560933358205148	8.14633438363671	-20.6554831708536
	34	14340.0315699404	14878.9150910915	597.763225582282	730.007543559528	580.894462690549	-16.085068294311	-11.4569476880351	-14.3432194188608	12079.0868618177	12689.6971796655	12633.290047367	2720.82626607632	3126.94836815009	2786.17351045582	-15.284280013926	-12.1657467501118	-8.45681421719109	5474.71058357453	2378.43375521057	2296.91137619441	1974.80928959947	1598.08755315158	1235.16521914999	1238.02647162799	964.733752436381	178.364877851101	636.787464626702	404.442165983324	150.890482859388	-15.7952049190189	-9.80476341216036	-7.34047402079523	100.762099163011	58.7652696628074	231.09168023095	-10.4885399914183	-4.8573032445056	-10.8167093769489	27.2462057781731	-7.62651081011518	4.4544456211288	-15.5147905602616	-11.2730797861113	-21.8376162477589	-2.45717756712838	6.30659480907798	-17.8697555991666
